stat,baseline_rmse,enhanced_rmse,rmse_improvement,rmse_improvement_pct,baseline_hit_rate,enhanced_hit_rate,hit_rate_improvement
PTS,6.709018272034787,6.712084664015551,-0.0030663919807638607,-0.04570552436182068,0.28993288590604027,0.28456375838926173,-0.005369127516778538
AST,2.091635627282017,2.0948899155777285,-0.003254288295711394,-0.1555858130003355,0.45234899328859063,0.45503355704697984,0.0026845637583892135
REB,2.5543935042386567,2.557793722103527,-0.003400217864870214,-0.13311253177038038,0.3597315436241611,0.35838926174496644,-0.0013422818791946622
