player,date,is_b2b,proj_pts,actual_pts,diff,notes
James Harden,2025-12-30,False,21.2,21,0.1999999999999993, [GENERALIST] +ISO_SCORER+P&R_HANDLER | PnR Handler vs Funnel
Brook Lopez,2025-12-30,False,6.9,8,-1.0999999999999996, [GENERALIST] +P&R_ROLL_MAN+SPOT_UP
Nick Smith Jr.,2025-12-30,False,8.2,3,5.199999999999999, [GENERALIST]
Ausar Thompson,2025-12-30,False,11.5,7,4.5, [GENERALIST] | Hustle Guard
Marcus Sasser,2025-12-30,False,1.4,19,-17.6, [GENERALIST]
Cade Cunningham,2025-12-30,False,20.5,27,-6.5, [JUMBO_CREATOR] +ISO_SCORER+P&R_HANDLER | P&R Drop Edge | Hustle Guard
Deandre Ayton,2025-12-30,False,9.5,10,-0.5, [RIM_RUNNER] +OFF_BALL_CUTTER+POST_UP | Cutter Tax
LeBron James,2025-12-30,False,19.8,17,2.8000000000000007, [GENERALIST] +ISO_SCORER+TRANSITION | Transition Tax
Isaiah Stewart,2025-12-30,False,8.5,15,-6.5, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
Jaden Ivey,2025-12-30,False,7.3,9,-1.7000000000000002, [GENERALIST]
Jaxson Hayes,2025-12-30,False,4.7,13,-8.3, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Cutter Tax
Marcus Smart,2025-12-30,False,9.6,6,3.5999999999999996, [GENERALIST] +SPOT_UP | Spot-Up vs Pack
Luka Dončić,2025-12-30,False,29.7,30,-0.3000000000000007, [ELITE_SCORER] / HUB_BIG +ISO_SCORER+P&R_HANDLER | P&R Drop Edge
Jarred Vanderbilt,2025-12-30,False,4.8,8,-3.2, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Roll Man vs Drop | Cutter Tax
Jake LaRavia,2025-12-30,False,8.0,9,-1.0, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
Jalen Duren,2025-12-30,False,13.8,14,-0.1999999999999993, [RIM_RUNNER]
Javonte Green,2025-12-30,False,5.3,8,-2.7, [GENERALIST]
Duncan Robinson,2025-12-30,False,9.1,6,3.0999999999999996, [GENERALIST] +SPOT_UP+TRANSITION | Spot-Up vs Pack | Transition Tax
Ronald Holland II,2025-12-30,False,10.0,11,-1.0, [GENERALIST]
Josh Green,2025-12-31,False,4.3,5,-0.7000000000000002, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Small Ball
Jimmy Butler III,2025-12-31,False,16.7,19,-2.3000000000000007, [GENERALIST]
Sion James,2025-12-31,False,6.5,9,-2.5, [GENERALIST]
LaMelo Ball,2025-12-31,False,17.4,27,-9.600000000000001, [GENERALIST] +TRANSITION+SPOT_UP | Spot-Up Tax
Moses Moody,2025-12-31,False,8.3,7,1.3000000000000007, [GENERALIST] +P&R_ROLL_MAN+SPOT_UP
Brandon Miller,2025-12-31,False,19.6,33,-13.399999999999999, [GENERALIST] +TRANSITION
Moussa Diabaté,2025-12-31,False,5.7,0,5.7, [RIM_RUNNER] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Size Advantage (O-Boards) | Cutter vs Small Ball | Roll Man vs Small Ball
Will Richard,2025-12-31,False,5.6,5,0.5999999999999996, [GENERALIST] +P&R_ROLL_MAN
Stephen Curry,2025-12-31,False,25.3,26,-0.6999999999999993, [ELITE_SCORER] +P&R_HANDLER+TRANSITION | Fast Break Edge
PJ Hall,2025-12-31,False,4.7,9,-4.3, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Cutter vs Small Ball | Putback vs Small
Kon Knueppel,2025-12-31,False,16.0,20,-4.0, [GENERALIST] +SPOT_UP+TRANSITION | Spot-Up Tax
De'Anthony Melton,2025-12-31,False,9.4,7,2.4000000000000004, [GENERALIST]
Gui Santos,2025-12-31,False,3.8,13,-9.2, [GENERALIST] +P&R_ROLL_MAN
Draymond Green,2025-12-31,False,7.9,10,-2.0999999999999996, [HUB_BIG] +P&R_ROLL_MAN+SPOT_UP
Collin Sexton,2025-12-31,False,9.7,16,-6.300000000000001, [GENERALIST]
Tidjane Salaün,2025-12-31,False,6.8,6,0.7999999999999998, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Small Ball
Brandin Podziemski,2025-12-31,False,9.7,19,-9.3, [GENERALIST] +P&R_HANDLER
Nickeil Alexander-Walker,2025-12-31,False,19.1,11,8.100000000000001, [SNIPER] +SPOT_UP+TRANSITION | Spot-Up vs Pack | Transition Tax
Zaccharie Risacher,2025-12-31,False,8.3,9,-0.6999999999999993, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
Vít Krejčí,2025-12-31,False,7.9,6,1.9000000000000004, [GENERALIST] +SPOT_UP | Spot-Up vs Pack
Onyeka Okongwu,2025-12-31,False,15.0,17,-2.0, [STRETCH_BIG] +SPOT_UP | MIN Paint Pack Edge | Spot-Up vs Pack
Jaden McDaniels,2025-12-31,False,12.7,8,4.699999999999999, [GENERALIST]
Jalen Johnson,2025-12-31,False,21.5,34,-12.5, [HUB_BIG] / JUMBO_CREATOR +P&R_HANDLER+TRANSITION | P&R Drop Edge | Transition Tax
Luke Kennard,2025-12-31,False,3.9,15,-11.1, [GENERALIST]
Rudy Gobert,2025-12-31,False,10.5,6,4.5, [RIM_RUNNER] +OFF_BALL_CUTTER+PUTBACK
Dyson Daniels,2025-12-31,False,13.6,11,2.5999999999999996, [JUMBO_CREATOR] / FACILITATOR +TRANSITION | Transition Tax | Hustle Guard
Anthony Edwards,2025-12-31,False,24.8,30,-5.199999999999999, [ELITE_SCORER] +ISO_SCORER+P&R_HANDLER | PnR Handler vs Funnel
Donte DiVincenzo,2025-12-31,False,12.1,6,6.1, [GENERALIST] +SPOT_UP
Jaylen Clark,2025-12-31,False,4.8,3,1.7999999999999998, [GENERALIST]
Naz Reid,2025-12-31,False,13.3,6,7.300000000000001, [STRETCH_BIG] / SNIPER +SPOT_UP
Kristaps Porziņģis,2025-12-31,False,15.3,16,-0.6999999999999993, [ELITE_SCORER] +SPOT_UP | Spot-Up vs Pack
Julius Randle,2025-12-31,False,20.6,19,1.6000000000000014, [JUMBO_CREATOR] +P&R_HANDLER | PnR Handler vs Funnel | Hustle Guard
Asa Newell,2025-12-31,False,5.4,7,-1.5999999999999996, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
Goga Bitadze,2025-12-31,False,3.8,14,-10.2, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK
Jalen Suggs,2025-12-31,False,17.7,11,6.699999999999999, [GENERALIST] +ISO_SCORER
Wendell Carter Jr.,2025-12-31,False,11.0,6,5.0, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Hustle Guard
Jarace Walker,2025-12-31,False,7.4,9,-1.5999999999999996, [GENERALIST]
Anthony Black,2025-12-31,False,18.6,15,3.6000000000000014, [GENERALIST] +TRANSITION | Fast Break Edge | Hustle Guard
Andrew Nembhard,2025-12-31,False,16.0,19,-3.0, [GENERALIST] +P&R_HANDLER+ISO_SCORER | P&R Drop Edge
Pascal Siakam,2025-12-31,False,21.2,26,-4.800000000000001, [GENERALIST] +TRANSITION+ISO_SCORER | Transition Tax | Hustle Guard
Paolo Banchero,2025-12-31,False,19.3,29,-9.7, [HUB_BIG] / JUMBO_CREATOR +ISO_SCORER+P&R_HANDLER
Bennedict Mathurin,2025-12-31,False,14.3,23,-8.7, [GENERALIST] +P&R_HANDLER | P&R Drop Edge
Aaron Nesmith,2025-12-31,False,8.0,9,-1.0, [GENERALIST] +SPOT_UP+TRANSITION | Spot-Up vs Pack | Transition Tax
Desmond Bane,2025-12-31,False,18.5,18,0.5, [GENERALIST] +P&R_HANDLER+ISO_SCORER
Tyus Jones,2025-12-31,False,4.4,4,0.40000000000000036, [GENERALIST]
Ben Sheppard,2025-12-31,False,4.6,12,-7.4, [GENERALIST]
Micah Potter,2025-12-31,False,4.1,8,-3.9000000000000004, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
T.J. McConnell,2025-12-31,False,7.1,4,3.0999999999999996, [GENERALIST] +P&R_HANDLER+TRANSITION | P&R Drop Edge | Transition Tax
Jarrett Allen,2025-12-31,False,9.9,16,-6.1, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Cutter vs Blitz | Roll Man Tax | Hustle Guard
Craig Porter Jr.,2025-12-31,False,3.6,2,1.6, [GENERALIST]
Evan Mobley,2025-12-31,False,14.8,16,-1.1999999999999993, [GENERALIST] +P&R_ROLL_MAN+TRANSITION | Roll Man Tax | Hustle Guard
Jordan Goodwin,2025-12-31,False,10.3,4,6.300000000000001, [GENERALIST] +SPOT_UP | Spot-Up vs Pack
Donovan Mitchell,2025-12-31,False,24.4,34,-9.600000000000001, [ELITE_SCORER] +ISO_SCORER+TRANSITION | ISO Tax vs Blitz
Dillon Brooks,2025-12-31,False,19.5,20,-0.5, [GENERALIST] +ISO_SCORER+P&R_HANDLER | P&R Drop Edge
Oso Ighodaro,2025-12-31,False,4.3,0,4.3, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Cutter Tax | Roll Man vs Drop | Hustle Guard
Devin Booker,2025-12-31,False,23.6,32,-8.399999999999999, [GENERALIST] +ISO_SCORER+P&R_HANDLER | P&R Drop Edge
Jaylon Tyson,2025-12-31,False,11.8,18,-6.199999999999999, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Roll Man Tax | Hustle Guard
Ryan Dunn,2025-12-31,False,5.6,6,-0.40000000000000036, [GENERALIST] +P&R_ROLL_MAN+POST_UP | Roll Man vs Drop
Darius Garland,2025-12-31,False,17.0,19,-2.0, [GENERALIST] +P&R_HANDLER+ISO_SCORER | P&R Blitz Tax | ISO Tax vs Blitz
Sam Merrill,2025-12-31,False,9.3,16,-6.699999999999999, [GENERALIST] +SPOT_UP
Royce O'Neale,2025-12-31,False,6.4,9,-2.5999999999999996, [GENERALIST] +SPOT_UP | Spot-Up vs Pack
Mark Williams,2025-12-31,False,10.1,2,8.1, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Cutter Tax | Hustle Guard
Dean Wade,2025-12-31,False,5.9,5,0.9000000000000004, [GENERALIST] +P&R_ROLL_MAN | Roll Man Tax
Collin Gillespie,2025-12-31,False,13.0,17,-4.0, [GENERALIST] +ISO_SCORER+P&R_HANDLER | P&R Drop Edge
Trey Murphy III,2025-12-31,False,16.9,15,1.8999999999999986, [GENERALIST] +SPOT_UP+TRANSITION | Transition Chaos | Hustle Guard
Jordan Poole,2025-12-31,False,15.8,26,-10.2, [SNIPER] +P&R_HANDLER | PnR Handler vs Funnel
Kevin Huerter,2025-12-31,False,8.8,13,-4.199999999999999, [GENERALIST] +SPOT_UP | Spot-Up Tax
Kevon Looney,2025-12-31,False,1.9,2,-0.10000000000000009, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Hustle Guard
Derik Queen,2025-12-31,False,14.2,9,5.199999999999999, [HUB_BIG] / JUMBO_CREATOR
Ayo Dosunmu,2025-12-31,False,9.9,12,-2.0999999999999996, [GENERALIST] +SPOT_UP | Spot-Up Tax
Jeremiah Fears,2025-12-31,False,13.3,5,8.3, [GENERALIST] +TRANSITION | Transition Chaos
Isaac Okoro,2025-12-31,False,7.4,24,-16.6, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Roll Man vs Small Ball | Cutter vs Small Ball
Matas Buzelis,2025-12-31,False,12.1,19,-6.9, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Spot-Up Tax | Roll Man vs Small Ball
Nikola Vučević,2025-12-31,False,13.3,17,-3.6999999999999993, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Spot-Up Tax | Roll Man vs Small Ball | Hustle Guard
Zion Williamson,2025-12-31,False,18.8,31,-12.2, [GENERALIST] +TRANSITION+ISO_SCORER | Transition Chaos | Hustle Guard
Yves Missi,2025-12-31,False,3.1,3,0.10000000000000009, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN
Saddiq Bey,2025-12-31,False,16.7,16,0.6999999999999993, [GENERALIST] | Hustle Guard
Jalen Smith,2025-12-31,False,5.7,14,-8.3, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Small Ball | Hustle Guard
Tre Jones,2025-12-31,False,9.8,20,-10.2, [GENERALIST]
Patrick Williams,2025-12-31,False,5.6,12,-6.4, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Small Ball
Miles McBride,2025-12-31,False,9.5,21,-11.5, [GENERALIST] +SPOT_UP+P&R_HANDLER | Spot-Up vs Pack | P&R Drop Edge
Harrison Barnes,2025-12-31,False,11.0,7,4.0, [GENERALIST] +SPOT_UP | Spot-Up Tax
Luke Kornet,2025-12-31,False,6.3,7,-0.7000000000000002, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Cutter vs Small Ball | Putback vs Small | Hustle Guard
Jalen Brunson,2025-12-31,False,26.5,29,-2.5, [ELITE_SCORER] +ISO_SCORER+P&R_HANDLER | P&R Drop Edge
Dylan Harper,2025-12-31,False,11.5,2,9.5, [GENERALIST]
Julian Champagnie,2025-12-31,False,7.1,36,-28.9, [GENERALIST] +P&R_ROLL_MAN+SPOT_UP | Roll Man vs Small Ball | Spot-Up Tax | Hustle Guard
Karl-Anthony Towns,2025-12-31,False,18.7,20,-1.3000000000000007, [GENERALIST] +P&R_ROLL_MAN+SPOT_UP | Roll Man vs Drop | Spot-Up vs Pack | Hustle Guard
De'Aaron Fox,2025-12-31,False,17.5,26,-8.5, [GENERALIST] +P&R_HANDLER+ISO_SCORER | ISO vs Perimeter
OG Anunoby,2025-12-31,False,14.3,9,5.300000000000001, [GENERALIST] +SPOT_UP | Spot-Up vs Pack
Victor Wembanyama,2025-12-31,False,17.5,31,-13.5, [GENERALIST] | Hustle Guard
Jordan Clarkson,2025-12-31,False,9.0,20,-11.0, [GENERALIST]
Mikal Bridges,2025-12-31,False,13.0,13,0.0, [GENERALIST] +P&R_HANDLER+TRANSITION | P&R Drop Edge | Transition Tax
Keldon Johnson,2025-12-31,False,10.0,19,-9.0, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Small Ball | Hustle Guard
Stephon Castle,2025-12-31,False,17.6,5,12.600000000000001, [GENERALIST] +P&R_HANDLER+TRANSITION
Immanuel Quickley,2025-12-31,False,15.1,22,-6.9, [GENERALIST] +TRANSITION+P&R_HANDLER | Transition Chaos | PnR Handler vs Funnel
Ja'Kobe Walter,2025-12-31,False,6.9,2,4.9, [GENERALIST]
Spencer Jones,2025-12-31,False,6.9,6,0.9000000000000004, [GENERALIST] +P&R_ROLL_MAN | Roll Man Tax
Jamal Shead,2025-12-31,False,9.0,2,7.0, [FACILITATOR]
Collin Murray-Boyles,2025-12-31,False,5.6,6,-0.40000000000000036, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN
RJ Barrett,2025-12-31,False,13.9,17,-3.0999999999999996, [GENERALIST] +SPOT_UP | Hustle Guard
Brandon Ingram,2025-12-31,False,20.8,30,-9.2, [GENERALIST] +SPOT_UP+ISO_SCORER | Hustle Guard
Tim Hardaway Jr.,2025-12-31,False,11.8,9,2.8000000000000007, [GENERALIST] +SPOT_UP
DaRon Holmes II,2025-12-31,False,3.1,11,-7.9, [GENERALIST] +P&R_ROLL_MAN | Roll Man Tax
Scottie Barnes,2025-12-31,False,16.3,20,-3.6999999999999993, [HUB_BIG] / JUMBO_CREATOR +TRANSITION | Transition Chaos
Peyton Watson,2025-12-31,False,10.2,24,-13.8, [GENERALIST]
Jonas Valančiūnas,2025-12-31,False,6.5,17,-10.5, [GENERALIST] +POST_UP+OFF_BALL_CUTTER | Cutter vs Blitz
Jamal Murray,2025-12-31,False,21.7,21,0.6999999999999993, [ELITE_SCORER] +ISO_SCORER+P&R_HANDLER | ISO Tax vs Blitz | P&R Blitz Tax
Jalen Pickett,2025-12-31,False,3.5,10,-6.5, [GENERALIST]
Bruce Brown,2025-12-31,False,7.1,8,-0.9000000000000004, [GENERALIST]
Myles Turner,2025-12-31,False,12.1,13,-0.9000000000000004, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN
Giannis Antetokounmpo,2025-12-31,False,16.5,33,-16.5, [GENERALIST]
Kevin Porter Jr.,2025-12-31,False,17.5,19,-1.5, [GENERALIST] +P&R_HANDLER+ISO_SCORER | PnR Handler vs Funnel | Hustle Guard
Bobby Portis,2025-12-31,False,13.6,13,0.5999999999999996, [GENERALIST] +SPOT_UP | Hustle Guard
CJ McCollum,2025-12-31,False,17.6,18,-0.3999999999999986, [GENERALIST] +P&R_HANDLER+TRANSITION | P&R Drop Edge | Transition Tax
Khris Middleton,2025-12-31,False,11.1,0,11.1, [GENERALIST] +P&R_HANDLER | P&R Drop Edge
Alex Sarr,2025-12-31,False,12.3,20,-7.699999999999999, [GENERALIST] +TRANSITION | Transition Tax | Hustle Guard
Tre Johnson,2025-12-31,False,10.7,14,-3.3000000000000007, [GENERALIST]
AJ Green,2025-12-31,False,7.6,9,-1.4000000000000004, [GENERALIST] +SPOT_UP+TRANSITION | Transition Chaos
Bilal Coulibaly,2025-12-31,False,11.5,10,1.5, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop | Hustle Guard
Marvin Bagley III,2025-12-31,False,10.5,9,1.5, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Cutter Tax | Roll Man vs Drop | Hustle Guard
