player,game_date,signal,season_fg,season_min,l5_fg,l5_min,n5_fg,deviation,regression_occurred,filter_status
Jordan Goodwin,2025-12-29,BUY_LOW,0.407,21.1,0.312,24.2,0.431,-23.2,True,PASSED
Jordan Goodwin,2026-01-02,BUY_LOW,0.395,21.4,0.302,23.0,0.449,-23.5,True,PASSED
Jordan Goodwin,2026-01-04,BUY_LOW,0.398,21.4,0.327,23.2,0.382,-17.9,True,PASSED
Jordan Hawkins,2025-11-21,SELL_HIGH,0.325,15.1,0.419,15.2,0.382,29.2,True,PASSED
Jordan Hawkins,2025-12-02,SELL_HIGH,0.337,15.2,0.41,17.8,0.364,21.8,True,PASSED
Jordan Hawkins,2025-12-04,SELL_HIGH,0.343,15.6,0.4,17.2,0.294,16.7,True,PASSED
Jordan Hawkins,2025-12-08,SELL_HIGH,0.345,15.5,0.412,17.2,0.286,19.4,True,PASSED
Jose Alvarado,2025-12-14,SELL_HIGH,0.439,22.5,0.541,26.2,0.381,23.3,True,PASSED
Jose Alvarado,2025-12-22,BUY_LOW,0.43,22.6,0.357,24.8,0.44,-16.9,True,PASSED
Jose Alvarado,2025-12-23,BUY_LOW,0.431,22.4,0.32,21.8,0.393,-25.8,True,PASSED
Josh Giddey,2025-12-05,SELL_HIGH,0.486,34.1,0.565,34.8,0.435,16.3,True,PASSED
Josh Minott,2025-11-16,SELL_HIGH,0.467,20.8,0.567,21.0,0.684,21.4,False,PASSED
Josh Minott,2025-11-26,SELL_HIGH,0.511,19.2,0.667,15.8,0.481,30.4,True,PASSED
Josh Minott,2025-11-30,SELL_HIGH,0.515,19.0,0.714,16.2,0.5,38.6,True,PASSED
Josh Minott,2025-12-15,SELL_HIGH,0.512,19.2,0.619,21.0,0.375,20.9,True,PASSED
Josh Okogie,2025-11-21,BUY_LOW,0.477,21.5,0.364,18.8,0.31,-23.8,False,PASSED
Josh Okogie,2025-11-30,BUY_LOW,0.437,21.6,0.292,19.0,0.5,-33.2,True,PASSED
Josh Okogie,2025-12-01,BUY_LOW,0.43,21.5,0.3,18.6,0.562,-30.3,True,PASSED
Josh Okogie,2025-12-03,BUY_LOW,0.426,20.8,0.31,18.8,0.667,-27.1,True,PASSED
Josh Okogie,2025-12-05,BUY_LOW,0.423,21.1,0.308,22.0,0.643,-27.2,True,PASSED
Josh Okogie,2025-12-15,SELL_HIGH,0.45,21.0,0.562,19.2,0.519,25.1,True,PASSED
Josh Okogie,2025-12-18,SELL_HIGH,0.475,21.3,0.667,23.0,0.318,40.5,True,PASSED
Josh Okogie,2025-12-20,SELL_HIGH,0.472,21.6,0.643,23.6,0.368,36.2,True,PASSED
Josh Okogie,2025-12-21,SELL_HIGH,0.477,21.9,0.6,26.2,0.312,25.8,True,PASSED
Josh Okogie,2025-12-27,BUY_LOW,0.45,21.6,0.318,23.0,0.438,-29.3,True,PASSED
Josh Okogie,2025-12-29,BUY_LOW,0.458,21.3,0.368,19.6,0.286,-19.6,False,PASSED
Julian Champagnie,2025-11-23,SELL_HIGH,0.434,27.4,0.5,24.8,0.327,15.3,True,PASSED
Julian Champagnie,2025-12-03,BUY_LOW,0.399,28.4,0.327,31.6,0.553,-17.9,True,PASSED
Julian Champagnie,2025-12-13,SELL_HIGH,0.433,28.8,0.535,31.2,0.312,23.6,True,PASSED
Julian Champagnie,2025-12-18,SELL_HIGH,0.427,28.7,0.553,29.6,0.3,29.4,True,PASSED
Julian Champagnie,2025-12-19,SELL_HIGH,0.428,28.6,0.513,29.2,0.226,19.8,True,PASSED
Julian Champagnie,2025-12-25,BUY_LOW,0.416,27.6,0.312,22.2,0.362,-24.9,True,PASSED
Julian Champagnie,2025-12-31,BUY_LOW,0.404,27.2,0.25,22.0,0.47,-38.1,True,PASSED
Julius Randle,2025-11-29,BUY_LOW,0.498,33.5,0.378,33.2,0.48,-24.1,True,PASSED
Julius Randle,2025-12-02,BUY_LOW,0.502,33.6,0.418,34.8,0.486,-16.7,True,PASSED
Julius Randle,2025-12-04,BUY_LOW,0.498,33.5,0.412,34.6,0.481,-17.4,True,PASSED
Julius Randle,2025-12-23,BUY_LOW,0.481,33.8,0.4,33.8,0.5,-16.9,True,PASSED
Julius Randle,2025-12-25,BUY_LOW,0.482,33.8,0.407,33.6,0.519,-15.6,True,PASSED
Justin Edwards,2025-12-12,BUY_LOW,0.407,17.1,0.292,16.4,0.15,-28.4,False,PASSED
Justin Edwards,2025-12-14,BUY_LOW,0.389,17.2,0.273,17.0,0.188,-30.0,False,PASSED
Justin Edwards,2025-12-19,BUY_LOW,0.373,16.8,0.24,16.8,0.35,-35.6,True,PASSED
Justin Edwards,2025-12-26,BUY_LOW,0.367,16.7,0.15,15.2,0.333,-59.1,True,PASSED
Jusuf Nurkić,2025-11-24,SELL_HIGH,0.411,24.7,0.548,29.6,0.585,33.5,False,PASSED
Jusuf Nurkić,2025-11-28,SELL_HIGH,0.424,24.6,0.567,28.8,0.523,33.7,True,PASSED
Jusuf Nurkić,2025-11-30,SELL_HIGH,0.429,24.8,0.594,26.6,0.556,38.5,True,PASSED
Jusuf Nurkić,2025-12-01,SELL_HIGH,0.451,24.5,0.618,24.6,0.522,36.9,True,PASSED
Jusuf Nurkić,2025-12-05,SELL_HIGH,0.459,24.4,0.643,25.0,0.5,39.9,True,PASSED
Jusuf Nurkić,2025-12-07,SELL_HIGH,0.458,24.2,0.585,22.6,0.537,27.9,True,PASSED
Jusuf Nurkić,2025-12-12,SELL_HIGH,0.451,24.0,0.523,21.8,0.61,16.0,False,PASSED
Jusuf Nurkić,2025-12-18,SELL_HIGH,0.462,24.2,0.556,22.0,0.568,20.3,False,PASSED
Karl-Anthony Towns,2025-12-03,SELL_HIGH,0.46,33.4,0.56,33.0,0.535,21.7,True,PASSED
Karl-Anthony Towns,2025-12-19,SELL_HIGH,0.474,33.2,0.573,32.4,0.486,20.9,True,PASSED
Keaton Wallace,2025-11-23,BUY_LOW,0.429,15.6,0.348,15.0,0.429,-18.8,True,PASSED
Keaton Wallace,2025-12-05,BUY_LOW,0.419,15.3,0.294,14.4,0.286,-29.7,False,PASSED
Keaton Wallace,2025-12-06,BUY_LOW,0.409,15.1,0.278,13.6,0.357,-32.1,True,PASSED
Kel'el Ware,2025-12-23,SELL_HIGH,0.56,24.7,0.674,24.8,0.532,20.2,True,PASSED
Kel'el Ware,2025-12-27,SELL_HIGH,0.556,24.9,0.643,29.4,0.551,15.5,True,PASSED
Keldon Johnson,2025-11-16,BUY_LOW,0.548,23.1,0.425,21.8,0.623,-22.5,True,PASSED
Kentavious Caldwell-Pope,2025-11-15,SELL_HIGH,0.351,23.3,0.414,21.0,0.407,18.1,True,PASSED
Kentavious Caldwell-Pope,2025-11-18,SELL_HIGH,0.356,23.3,0.52,20.8,0.346,45.9,True,PASSED
Kentavious Caldwell-Pope,2025-11-20,SELL_HIGH,0.355,23.0,0.417,19.8,0.367,17.3,True,PASSED
Kentavious Caldwell-Pope,2025-12-02,SELL_HIGH,0.371,22.2,0.467,20.8,0.414,25.9,True,PASSED
Kentavious Caldwell-Pope,2025-12-12,SELL_HIGH,0.382,21.8,0.5,19.2,0.425,30.8,True,PASSED
Kentavious Caldwell-Pope,2025-12-15,SELL_HIGH,0.377,21.8,0.467,19.4,0.459,23.7,True,PASSED
Kentavious Caldwell-Pope,2025-12-26,SELL_HIGH,0.392,22.0,0.459,23.0,0.488,17.2,False,PASSED
Kentavious Caldwell-Pope,2025-12-28,SELL_HIGH,0.402,22.0,0.5,22.8,0.463,24.4,True,PASSED
Kentavious Caldwell-Pope,2026-01-02,SELL_HIGH,0.402,21.6,0.543,20.4,0.45,35.1,True,PASSED
Kentavious Caldwell-Pope,2026-01-04,SELL_HIGH,0.41,21.7,0.579,19.4,0.415,41.0,True,PASSED
Keon Ellis,2025-12-18,BUY_LOW,0.4,16.9,0.263,16.2,0.379,-34.2,True,PASSED
Keon Ellis,2025-12-21,BUY_LOW,0.395,17.2,0.333,19.4,0.333,-15.6,False,PASSED
Keon Ellis,2025-12-23,BUY_LOW,0.385,16.9,0.292,19.4,0.432,-24.3,True,PASSED
Keon Ellis,2025-12-27,BUY_LOW,0.379,16.4,0.261,17.2,0.435,-31.2,True,PASSED
Kevin Huerter,2025-11-28,BUY_LOW,0.484,24.7,0.395,21.8,0.435,-18.5,True,PASSED
Kevin Huerter,2025-12-01,BUY_LOW,0.48,25.1,0.4,21.8,0.489,-16.7,True,PASSED
Keyonte George,2025-11-30,SELL_HIGH,0.449,34.8,0.533,35.6,0.375,18.7,True,PASSED
Khris Middleton,2026-01-02,BUY_LOW,0.446,24.8,0.282,21.8,0.343,-36.7,True,PASSED
Klay Thompson,2025-12-01,SELL_HIGH,0.368,21.8,0.424,22.0,0.377,15.0,True,PASSED
Klay Thompson,2025-12-03,SELL_HIGH,0.374,21.8,0.467,23.4,0.333,24.6,True,PASSED
Klay Thompson,2025-12-05,SELL_HIGH,0.373,22.0,0.45,23.0,0.333,20.7,True,PASSED
Klay Thompson,2025-12-15,SELL_HIGH,0.369,21.8,0.429,22.6,0.37,16.1,True,PASSED
Kobe Sanders,2025-12-15,SELL_HIGH,0.414,19.4,0.5,21.0,0.667,20.8,False,PASSED
Kobe Sanders,2025-12-18,SELL_HIGH,0.422,19.1,0.611,18.4,0.588,44.7,True,PASSED
Kobe Sanders,2025-12-23,SELL_HIGH,0.429,19.5,0.5,17.0,0.542,16.7,False,PASSED
Kobe Sanders,2025-12-26,SELL_HIGH,0.447,19.2,0.625,16.4,0.45,39.9,True,PASSED
Kobe Sanders,2025-12-28,SELL_HIGH,0.457,19.0,0.667,17.8,0.471,45.8,True,PASSED
Kobe Sanders,2025-12-30,SELL_HIGH,0.449,18.9,0.588,18.4,0.457,31.1,True,PASSED
Kobe Sanders,2026-01-01,SELL_HIGH,0.443,19.2,0.55,17.6,0.441,24.0,True,PASSED
Kobe Sanders,2026-01-03,SELL_HIGH,0.451,19.4,0.542,19.0,0.393,20.2,True,PASSED
Kon Knueppel,2025-11-23,SELL_HIGH,0.488,33.4,0.564,36.0,0.394,15.5,True,PASSED
Kon Knueppel,2025-12-03,BUY_LOW,0.465,33.4,0.394,33.6,0.494,-15.2,True,PASSED
Kon Knueppel,2025-12-05,BUY_LOW,0.457,33.5,0.343,33.6,0.549,-25.0,True,PASSED
Kon Knueppel,2025-12-20,SELL_HIGH,0.477,33.9,0.549,36.0,0.517,15.1,True,PASSED
Kon Knueppel,2026-01-03,SELL_HIGH,0.485,33.0,0.567,28.0,0.413,16.9,True,PASSED
Kris Dunn,2025-11-17,BUY_LOW,0.467,25.5,0.375,28.2,0.576,-19.6,True,PASSED
Kris Dunn,2025-11-20,BUY_LOW,0.475,25.6,0.375,27.0,0.541,-21.1,True,PASSED
Kris Dunn,2025-11-22,BUY_LOW,0.471,25.6,0.333,24.8,0.538,-29.2,True,PASSED
Kris Dunn,2025-11-23,BUY_LOW,0.478,25.7,0.393,27.0,0.537,-17.8,True,PASSED
Kris Dunn,2025-11-28,SELL_HIGH,0.5,25.8,0.576,26.6,0.5,15.2,True,PASSED
Kris Dunn,2025-12-28,SELL_HIGH,0.503,26.9,0.6,29.8,0.5,19.4,True,PASSED
Kris Dunn,2025-12-30,SELL_HIGH,0.503,27.0,0.586,30.4,0.432,16.6,True,PASSED
Kris Murray,2025-11-16,BUY_LOW,0.463,22.1,0.375,20.6,0.379,-19.0,True,PASSED
Kris Murray,2025-11-26,BUY_LOW,0.43,23.9,0.333,26.2,0.524,-22.5,True,PASSED
Kris Murray,2025-12-11,SELL_HIGH,0.449,24.8,0.524,28.0,0.429,16.8,True,PASSED
Kris Murray,2025-12-26,SELL_HIGH,0.461,25.4,0.536,27.2,0.385,16.2,True,PASSED
Kris Murray,2025-12-28,SELL_HIGH,0.462,25.6,0.556,27.8,0.367,20.2,True,PASSED
Kyle Filipowski,2025-11-23,SELL_HIGH,0.438,20.3,0.541,22.2,0.444,23.6,True,PASSED
Kyle Filipowski,2025-11-24,SELL_HIGH,0.434,20.3,0.559,21.0,0.512,28.7,True,PASSED
Kyle Filipowski,2025-11-28,SELL_HIGH,0.439,20.0,0.559,20.2,0.475,27.2,True,PASSED
Kyle Filipowski,2025-11-30,SELL_HIGH,0.441,20.1,0.545,20.8,0.54,23.6,True,PASSED
Kyle Filipowski,2025-12-26,SELL_HIGH,0.486,23.2,0.568,26.8,0.314,17.0,True,PASSED
Kyle Filipowski,2026-01-03,BUY_LOW,0.455,22.7,0.362,22.0,0.438,-20.4,True,PASSED
Kyle Filipowski,2026-01-05,BUY_LOW,0.461,22.6,0.314,18.8,0.406,-31.9,True,PASSED
Kyle Kuzma,2025-11-22,BUY_LOW,0.49,26.9,0.393,30.2,0.568,-19.8,True,PASSED
Kyle Kuzma,2025-11-26,BUY_LOW,0.494,26.2,0.392,25.0,0.5,-20.7,True,PASSED
Kyle Kuzma,2025-12-23,SELL_HIGH,0.517,26.5,0.596,29.8,0.452,15.4,True,PASSED
Kyshawn George,2025-12-02,BUY_LOW,0.468,31.2,0.364,32.0,0.44,-22.2,True,PASSED
Kyshawn George,2025-12-04,BUY_LOW,0.458,31.3,0.306,31.2,0.462,-33.1,True,PASSED
Kyshawn George,2025-12-06,BUY_LOW,0.466,31.2,0.367,31.0,0.475,-21.1,True,PASSED
LaMelo Ball,2025-11-28,BUY_LOW,0.386,30.4,0.325,26.8,0.388,-15.7,True,PASSED
LaMelo Ball,2025-11-29,BUY_LOW,0.38,30.2,0.322,27.2,0.455,-15.2,True,PASSED
LaMelo Ball,2025-12-26,SELL_HIGH,0.403,28.2,0.478,22.6,0.434,18.5,True,PASSED
LaMelo Ball,2026-01-02,SELL_HIGH,0.409,28.3,0.476,27.4,0.432,16.4,True,PASSED
Lauri Markkanen,2025-12-01,BUY_LOW,0.466,35.5,0.395,34.6,0.484,-15.2,True,PASSED
Lonzo Ball,2025-11-17,SELL_HIGH,0.354,22.9,0.407,21.4,0.216,15.1,True,PASSED
Lonzo Ball,2025-11-19,SELL_HIGH,0.342,22.9,0.406,21.4,0.184,18.6,True,PASSED
Lonzo Ball,2025-11-21,SELL_HIGH,0.333,23.1,0.389,22.0,0.188,16.7,True,PASSED
Lonzo Ball,2025-12-03,BUY_LOW,0.304,23.5,0.216,24.8,0.233,-28.9,True,PASSED
Lonzo Ball,2025-12-05,BUY_LOW,0.288,23.5,0.184,25.0,0.36,-36.1,True,PASSED
Lonzo Ball,2025-12-12,BUY_LOW,0.292,23.4,0.188,24.4,0.357,-35.8,True,PASSED
Lonzo Ball,2025-12-14,BUY_LOW,0.286,23.5,0.194,24.2,0.391,-31.9,True,PASSED
Lonzo Ball,2025-12-17,BUY_LOW,0.291,23.9,0.241,23.8,0.353,-17.1,True,PASSED
Lonzo Ball,2025-12-19,BUY_LOW,0.288,23.6,0.233,23.8,0.467,-18.9,True,PASSED
Lonzo Ball,2025-12-22,SELL_HIGH,0.301,23.8,0.36,24.6,0.333,19.4,True,PASSED
Luguentz Dort,2025-11-21,SELL_HIGH,0.364,30.6,0.471,24.8,0.424,29.4,True,PASSED
Luguentz Dort,2025-11-23,SELL_HIGH,0.383,29.7,0.516,23.8,0.405,34.9,True,PASSED
Luguentz Dort,2025-11-26,SELL_HIGH,0.379,29.0,0.485,25.0,0.368,27.8,True,PASSED
Luguentz Dort,2025-11-28,SELL_HIGH,0.365,29.2,0.447,27.0,0.343,22.7,True,PASSED
Luguentz Dort,2025-12-29,SELL_HIGH,0.376,27.7,0.436,27.4,0.405,15.8,True,PASSED
Luguentz Dort,2025-12-31,SELL_HIGH,0.369,27.5,0.444,26.2,0.447,20.5,False,PASSED
Luke Kennard,2025-12-01,BUY_LOW,0.455,21.0,0.37,17.2,0.545,-18.7,True,PASSED
Luke Kennard,2025-12-03,BUY_LOW,0.449,20.8,0.308,17.4,0.611,-31.4,True,PASSED
Luke Kennard,2025-12-06,BUY_LOW,0.456,20.7,0.35,17.4,0.667,-23.3,True,PASSED
Luke Kennard,2025-12-14,SELL_HIGH,0.472,20.5,0.545,18.8,0.538,15.7,True,PASSED
Luke Kennard,2025-12-18,SELL_HIGH,0.472,20.5,0.611,19.6,0.583,29.5,True,PASSED
Luke Kennard,2025-12-21,SELL_HIGH,0.485,20.6,0.667,20.4,0.48,37.5,True,PASSED
Luke Kennard,2025-12-31,SELL_HIGH,0.483,20.1,0.556,19.0,0.618,15.1,False,PASSED
Luke Kornet,2025-11-30,BUY_LOW,0.685,24.5,0.522,26.4,0.471,-23.9,False,PASSED
Luke Kornet,2025-12-02,BUY_LOW,0.691,24.5,0.565,26.2,0.421,-18.2,False,PASSED
Luke Kornet,2025-12-03,BUY_LOW,0.661,24.8,0.522,27.2,0.524,-21.1,True,PASSED
Luke Kornet,2025-12-08,BUY_LOW,0.661,25.0,0.478,27.2,0.522,-27.7,True,PASSED
Luke Kornet,2025-12-10,BUY_LOW,0.647,25.1,0.524,26.8,0.607,-19.0,True,PASSED
Luke Kornet,2025-12-13,BUY_LOW,0.634,25.6,0.471,27.8,0.679,-25.8,True,PASSED
Luke Kornet,2025-12-18,BUY_LOW,0.622,25.5,0.421,27.8,0.724,-32.3,True,PASSED
Luke Kornet,2025-12-19,BUY_LOW,0.625,25.3,0.524,26.8,0.731,-16.2,True,PASSED
Luke Kornet,2025-12-21,BUY_LOW,0.624,24.9,0.522,24.8,0.76,-16.3,True,PASSED
Luke Kornet,2025-12-31,SELL_HIGH,0.655,24.7,0.76,23.6,0.69,16.1,True,PASSED
Luke Kornet,2026-01-02,SELL_HIGH,0.658,24.6,0.778,22.8,0.704,18.2,True,PASSED
Luke Kornet,2026-01-03,SELL_HIGH,0.667,24.7,0.778,23.0,0.679,16.7,True,PASSED
Malik Monk,2025-11-16,BUY_LOW,0.485,23.9,0.409,22.6,0.403,-15.6,False,PASSED
Malik Monk,2025-11-19,BUY_LOW,0.456,24.3,0.347,23.2,0.456,-23.9,True,PASSED
Malik Monk,2025-11-20,BUY_LOW,0.463,24.5,0.327,23.8,0.418,-29.5,True,PASSED
Malik Monk,2025-11-22,BUY_LOW,0.457,23.7,0.348,22.6,0.441,-23.8,True,PASSED
Malik Monk,2025-11-24,BUY_LOW,0.447,23.9,0.333,22.2,0.479,-25.4,True,PASSED
Marcus Smart,2026-01-02,BUY_LOW,0.399,27.3,0.278,27.0,0.385,-30.4,True,PASSED
Mark Williams,2025-11-21,SELL_HIGH,0.629,25.1,0.767,24.8,0.696,21.9,True,PASSED
Mark Williams,2025-11-23,SELL_HIGH,0.632,25.1,0.733,24.2,0.698,16.0,True,PASSED
Mark Williams,2025-11-26,SELL_HIGH,0.64,25.4,0.757,26.0,0.705,18.2,True,PASSED
Mark Williams,2025-12-27,SELL_HIGH,0.675,24.5,0.784,22.8,0.444,16.1,True,PASSED
Matas Buzelis,2025-12-01,BUY_LOW,0.455,27.8,0.364,26.6,0.517,-20.1,True,PASSED
Matas Buzelis,2025-12-17,SELL_HIGH,0.471,28.2,0.553,28.2,0.608,17.3,False,PASSED
Matas Buzelis,2025-12-19,SELL_HIGH,0.47,28.0,0.575,26.0,0.612,22.2,False,PASSED
Matas Buzelis,2025-12-21,SELL_HIGH,0.477,28.2,0.574,25.6,0.542,20.4,True,PASSED
Matas Buzelis,2025-12-23,SELL_HIGH,0.493,28.2,0.652,26.4,0.444,32.2,True,PASSED
Matas Buzelis,2025-12-26,SELL_HIGH,0.5,27.9,0.674,25.2,0.4,34.8,True,PASSED
Matas Buzelis,2025-12-27,SELL_HIGH,0.494,27.6,0.608,24.4,0.409,23.1,True,PASSED
Matas Buzelis,2025-12-29,SELL_HIGH,0.492,27.4,0.612,24.4,0.466,24.4,True,PASSED
Max Christie,2025-11-17,BUY_LOW,0.477,30.5,0.392,32.0,0.538,-17.8,True,PASSED
Max Christie,2025-12-25,BUY_LOW,0.476,28.1,0.385,23.4,0.559,-19.2,True,PASSED
Max Christie,2025-12-29,BUY_LOW,0.468,28.3,0.375,25.0,0.55,-19.9,True,PASSED
Mikal Bridges,2025-11-28,SELL_HIGH,0.525,35.2,0.617,36.4,0.6,17.6,True,PASSED
Mikal Bridges,2025-12-03,SELL_HIGH,0.539,35.0,0.623,34.4,0.477,15.6,True,PASSED
Mike Conley,2025-11-15,SELL_HIGH,0.423,20.2,0.533,17.8,0.333,26.1,True,PASSED
Mike Conley,2025-11-26,BUY_LOW,0.397,20.5,0.333,21.4,0.318,-16.1,False,PASSED
Mike Conley,2025-11-29,BUY_LOW,0.39,20.1,0.3,19.0,0.35,-23.0,True,PASSED
Mike Conley,2025-11-30,BUY_LOW,0.405,19.9,0.333,19.2,0.217,-17.7,False,PASSED
Mike Conley,2025-12-21,BUY_LOW,0.363,19.1,0.217,16.0,0.278,-40.1,True,PASSED
Mike Conley,2025-12-23,BUY_LOW,0.361,19.3,0.2,17.4,0.286,-44.6,True,PASSED
Mike Conley,2025-12-25,BUY_LOW,0.36,19.7,0.231,20.8,0.333,-35.8,True,PASSED
Mike Conley,2025-12-29,BUY_LOW,0.357,19.4,0.25,19.4,0.333,-29.9,True,PASSED
Mike Conley,2025-12-31,BUY_LOW,0.356,19.3,0.238,19.4,0.357,-33.1,True,PASSED
Mike Conley,2026-01-03,BUY_LOW,0.35,19.1,0.278,19.2,0.462,-20.6,True,PASSED
Miles Bridges,2025-12-20,SELL_HIGH,0.434,34.7,0.5,34.8,0.404,15.2,True,PASSED
Miles McBride,2025-12-07,SELL_HIGH,0.448,27.3,0.533,32.0,0.44,19.0,True,PASSED
Mitchell Robinson,2025-12-23,SELL_HIGH,0.717,18.2,0.833,21.2,0.462,16.2,True,PASSED
Moses Moody,2025-11-16,BUY_LOW,0.413,23.5,0.34,23.6,0.421,-17.7,True,PASSED
Moses Moody,2025-11-29,BUY_LOW,0.408,26.0,0.327,30.6,0.395,-20.0,True,PASSED
Moses Moody,2025-12-02,BUY_LOW,0.403,26.1,0.327,30.0,0.444,-18.9,True,PASSED
Moses Moody,2025-12-04,BUY_LOW,0.398,25.5,0.333,25.8,0.5,-16.2,True,PASSED
Moses Moody,2025-12-18,SELL_HIGH,0.416,24.7,0.5,21.6,0.4,20.2,True,PASSED
Mouhamed Gueye,2025-11-20,BUY_LOW,0.5,16.7,0.423,14.8,0.5,-15.4,True,PASSED
Mouhamed Gueye,2025-11-22,BUY_LOW,0.494,15.9,0.385,14.0,0.586,-22.1,True,PASSED
Mouhamed Gueye,2025-11-23,BUY_LOW,0.488,16.6,0.4,15.4,0.552,-18.1,True,PASSED
Mouhamed Gueye,2025-11-25,BUY_LOW,0.484,16.6,0.381,15.8,0.538,-21.2,True,PASSED
Mouhamed Gueye,2025-12-14,BUY_LOW,0.492,17.2,0.312,16.4,0.417,-36.5,True,PASSED
Mouhamed Gueye,2025-12-18,BUY_LOW,0.488,16.9,0.357,14.0,0.455,-26.9,True,PASSED
Moussa Diabaté,2025-11-29,BUY_LOW,0.65,22.5,0.545,21.4,0.55,-16.1,True,PASSED
Moussa Diabaté,2025-12-12,BUY_LOW,0.636,22.4,0.524,21.2,0.412,-17.6,False,PASSED
Myles Turner,2025-12-26,BUY_LOW,0.422,28.8,0.347,29.8,0.37,-17.8,True,PASSED
Myles Turner,2025-12-27,BUY_LOW,0.413,28.8,0.333,29.8,0.417,-19.4,True,PASSED
Myles Turner,2025-12-29,BUY_LOW,0.414,28.7,0.339,30.4,0.426,-18.2,True,PASSED
Nae'Qwan Tomlin,2025-12-14,BUY_LOW,0.479,16.6,0.375,17.4,0.48,-21.7,True,PASSED
Nae'Qwan Tomlin,2025-12-19,BUY_LOW,0.485,16.1,0.407,13.2,0.423,-16.0,True,PASSED
Nae'Qwan Tomlin,2025-12-22,BUY_LOW,0.478,16.3,0.387,13.8,0.412,-19.0,True,PASSED
Naji Marshall,2025-12-06,SELL_HIGH,0.508,27.5,0.612,31.6,0.66,20.6,False,PASSED
Naji Marshall,2025-12-12,SELL_HIGH,0.517,27.5,0.653,32.2,0.654,26.3,False,PASSED
Naji Marshall,2025-12-15,SELL_HIGH,0.523,27.7,0.681,31.2,0.63,30.1,True,PASSED
Naji Marshall,2025-12-18,SELL_HIGH,0.527,28.0,0.673,31.8,0.571,27.8,True,PASSED
Naji Marshall,2025-12-20,SELL_HIGH,0.528,28.2,0.653,31.2,0.554,23.8,True,PASSED
Naji Marshall,2025-12-22,SELL_HIGH,0.538,28.4,0.66,32.6,0.518,22.6,True,PASSED
Naji Marshall,2025-12-23,SELL_HIGH,0.545,28.4,0.654,32.8,0.491,20.0,True,PASSED
Naji Marshall,2025-12-25,SELL_HIGH,0.545,28.5,0.63,32.8,0.472,15.6,True,PASSED
Naz Reid,2025-11-15,BUY_LOW,0.42,23.7,0.347,24.6,0.521,-17.4,True,PASSED
Neemias Queta,2025-11-18,BUY_LOW,0.613,24.5,0.5,27.6,0.781,-18.4,True,PASSED
Neemias Queta,2025-12-04,SELL_HIGH,0.656,23.7,0.781,21.6,0.629,19.1,True,PASSED
Neemias Queta,2025-12-05,SELL_HIGH,0.664,23.6,0.806,21.2,0.594,21.3,True,PASSED
Neemias Queta,2025-12-07,SELL_HIGH,0.662,23.7,0.812,20.6,0.677,22.7,True,PASSED
Nic Claxton,2025-11-24,BUY_LOW,0.576,29.9,0.489,32.0,0.5,-15.1,True,PASSED
Nic Claxton,2025-11-28,BUY_LOW,0.56,29.6,0.442,30.4,0.545,-21.1,True,PASSED
Nic Claxton,2025-11-29,BUY_LOW,0.55,30.1,0.391,32.0,0.581,-28.9,True,PASSED
Nic Claxton,2025-12-03,BUY_LOW,0.549,30.0,0.462,30.6,0.562,-15.9,True,PASSED
Nickeil Alexander-Walker,2025-12-23,BUY_LOW,0.451,32.7,0.375,32.2,0.437,-16.8,True,PASSED
Nicolas Batum,2025-11-22,SELL_HIGH,0.345,17.3,0.476,19.4,0.438,38.1,True,PASSED
Nicolas Batum,2025-11-23,SELL_HIGH,0.371,17.4,0.5,18.8,0.429,34.8,True,PASSED
Nicolas Batum,2025-11-25,SELL_HIGH,0.373,17.8,0.524,18.8,0.462,40.4,True,PASSED
Nicolas Batum,2025-11-28,SELL_HIGH,0.386,18.1,0.55,19.2,0.353,42.6,True,PASSED
Nicolas Batum,2025-11-29,SELL_HIGH,0.386,18.3,0.615,19.6,0.35,59.5,True,PASSED
Nicolas Batum,2025-12-05,SELL_HIGH,0.388,18.9,0.462,22.6,0.348,19.1,True,PASSED
Nikola Jović,2025-12-01,BUY_LOW,0.4,20.6,0.267,17.2,0.259,-33.3,False,PASSED
Nikola Vučević,2025-11-16,BUY_LOW,0.511,30.8,0.419,29.0,0.468,-17.9,True,PASSED
Nikola Vučević,2025-11-17,BUY_LOW,0.506,31.7,0.4,31.0,0.479,-21.0,True,PASSED
Nikola Vučević,2025-11-19,BUY_LOW,0.485,31.5,0.338,30.6,0.5,-30.2,True,PASSED
Nikola Vučević,2025-11-21,BUY_LOW,0.495,31.6,0.397,31.6,0.515,-19.7,True,PASSED
Nikola Vučević,2025-11-22,BUY_LOW,0.485,30.9,0.403,30.0,0.5,-16.8,True,PASSED
Nikola Vučević,2025-12-17,BUY_LOW,0.478,30.1,0.387,27.2,0.536,-19.0,True,PASSED
Nique Clifford,2025-11-22,BUY_LOW,0.352,18.5,0.278,15.2,0.5,-21.1,True,PASSED
Nique Clifford,2025-12-08,SELL_HIGH,0.4,16.4,0.526,13.8,0.375,31.6,True,PASSED
Nique Clifford,2025-12-11,SELL_HIGH,0.407,16.3,0.565,14.8,0.324,38.7,True,PASSED
Nique Clifford,2025-12-14,SELL_HIGH,0.382,16.9,0.452,19.2,0.417,18.2,True,PASSED
Nique Clifford,2025-12-20,SELL_HIGH,0.385,16.8,0.483,18.6,0.422,25.3,True,PASSED
