player,game_date,signal,season_fg,season_min,l5_fg,l5_min,n5_fg,deviation,regression_occurred,filter_status
Devin Booker,2025-12-18,BUY_LOW,0.455,34.6,0.386,30.8,0.479,-15.2,True,PASSED
Devin Vassell,2025-11-30,SELL_HIGH,0.437,33.2,0.507,33.4,0.439,16.2,True,PASSED
Devin Vassell,2025-12-02,SELL_HIGH,0.442,33.1,0.538,32.8,0.375,21.9,True,PASSED
Devin Vassell,2025-12-03,SELL_HIGH,0.438,32.8,0.513,31.8,0.397,17.0,True,PASSED
Devin Vassell,2025-12-05,SELL_HIGH,0.438,32.8,0.519,31.6,0.429,18.5,True,PASSED
Devin Vassell,2025-12-08,SELL_HIGH,0.441,32.7,0.513,30.6,0.418,16.2,True,PASSED
Dillon Brooks,2025-11-23,SELL_HIGH,0.46,30.4,0.529,31.6,0.436,15.1,True,PASSED
Dillon Brooks,2025-12-27,SELL_HIGH,0.462,30.8,0.557,29.4,0.452,20.5,True,PASSED
Dominick Barlow,2025-12-19,BUY_LOW,0.505,26.8,0.424,28.2,0.622,-16.0,True,PASSED
Donovan Clingan,2025-12-23,SELL_HIGH,0.513,26.0,0.6,29.2,0.658,17.0,False,PASSED
Donovan Clingan,2025-12-26,SELL_HIGH,0.512,26.3,0.657,31.0,0.65,28.3,True,PASSED
Donovan Clingan,2025-12-29,SELL_HIGH,0.528,26.5,0.711,31.4,0.63,34.7,True,PASSED
Donovan Clingan,2025-12-31,SELL_HIGH,0.539,26.6,0.707,31.2,0.578,31.1,True,PASSED
Donovan Clingan,2026-01-02,SELL_HIGH,0.536,26.3,0.658,27.8,0.551,22.6,True,PASSED
Donovan Clingan,2026-01-03,SELL_HIGH,0.535,26.4,0.65,27.0,0.556,21.5,True,PASSED
Donovan Mitchell,2025-11-17,BUY_LOW,0.498,33.9,0.405,34.2,0.515,-18.6,True,PASSED
Donte DiVincenzo,2026-01-03,BUY_LOW,0.41,31.4,0.333,30.2,0.463,-18.7,True,PASSED
Donte DiVincenzo,2026-01-04,BUY_LOW,0.409,31.4,0.347,30.0,0.474,-15.2,True,PASSED
Drake Powell,2025-12-12,BUY_LOW,0.48,19.2,0.4,20.0,0.467,-16.7,True,PASSED
Drake Powell,2025-12-14,BUY_LOW,0.48,18.2,0.389,16.4,0.417,-19.0,True,PASSED
Draymond Green,2025-11-16,BUY_LOW,0.393,28.5,0.293,26.6,0.347,-25.6,True,PASSED
Draymond Green,2025-11-18,BUY_LOW,0.373,28.3,0.214,26.4,0.404,-42.5,True,PASSED
Draymond Green,2025-11-21,BUY_LOW,0.391,28.5,0.277,27.6,0.357,-29.2,True,PASSED
Draymond Green,2025-11-26,BUY_LOW,0.388,28.8,0.296,30.0,0.41,-23.7,True,PASSED
Draymond Green,2025-12-28,SELL_HIGH,0.404,27.1,0.516,22.8,0.514,27.6,True,PASSED
Draymond Green,2025-12-29,SELL_HIGH,0.416,27.3,0.514,23.4,0.455,23.4,True,PASSED
Draymond Green,2025-12-31,SELL_HIGH,0.415,27.3,0.548,22.4,0.486,32.1,True,PASSED
Draymond Green,2026-01-03,SELL_HIGH,0.422,27.3,0.543,26.4,0.457,28.5,True,PASSED
Drew Eubanks,2025-12-03,BUY_LOW,0.624,15.8,0.529,15.4,0.6,-15.1,True,PASSED
Drew Eubanks,2025-12-06,BUY_LOW,0.614,15.5,0.467,13.0,0.778,-24.0,True,PASSED
Dru Smith,2025-11-29,BUY_LOW,0.439,17.2,0.355,18.8,0.417,-19.1,True,PASSED
Dru Smith,2025-12-05,BUY_LOW,0.451,17.1,0.37,17.0,0.308,-17.9,False,PASSED
Dru Smith,2025-12-19,BUY_LOW,0.424,17.2,0.308,17.6,0.344,-27.5,True,PASSED
Dru Smith,2025-12-21,BUY_LOW,0.409,17.4,0.273,18.4,0.464,-33.4,True,PASSED
Dru Smith,2025-12-23,BUY_LOW,0.412,17.4,0.323,18.2,0.5,-21.7,True,PASSED
Dru Smith,2025-12-26,BUY_LOW,0.42,17.4,0.353,20.0,0.433,-16.0,True,PASSED
Dru Smith,2025-12-27,BUY_LOW,0.412,17.4,0.294,19.8,0.522,-28.6,True,PASSED
Dru Smith,2025-12-29,BUY_LOW,0.409,17.6,0.344,19.6,0.579,-16.0,True,PASSED
Dru Smith,2026-01-03,SELL_HIGH,0.425,17.6,0.5,19.0,0.571,17.5,False,PASSED
Duncan Robinson,2025-12-26,BUY_LOW,0.426,30.2,0.357,25.4,0.41,-16.2,True,PASSED
Duncan Robinson,2026-01-01,BUY_LOW,0.423,29.9,0.357,28.8,0.489,-15.6,True,PASSED
Dylan Harper,2025-12-18,BUY_LOW,0.461,22.0,0.391,23.2,0.5,-15.2,True,PASSED
Dylan Harper,2025-12-29,BUY_LOW,0.46,21.7,0.371,20.6,0.373,-19.3,True,PASSED
Dylan Harper,2025-12-31,BUY_LOW,0.46,21.5,0.375,20.4,0.326,-18.4,False,PASSED
Dyson Daniels,2025-11-16,BUY_LOW,0.449,32.6,0.342,32.8,0.564,-23.7,True,PASSED
Dyson Daniels,2025-11-23,SELL_HIGH,0.476,33.0,0.55,32.8,0.516,15.6,True,PASSED
Dyson Daniels,2025-11-25,SELL_HIGH,0.488,33.2,0.564,34.6,0.483,15.6,True,PASSED
Dyson Daniels,2026-01-03,SELL_HIGH,0.493,34.2,0.581,35.2,0.542,17.9,True,PASSED
Ethan Thompson,2025-12-26,BUY_LOW,0.385,21.2,0.3,21.4,0.4,-22.0,True,PASSED
Evan Mobley,2025-11-28,SELL_HIGH,0.496,34.2,0.593,34.4,0.534,19.5,True,PASSED
Evan Mobley,2025-11-30,SELL_HIGH,0.49,34.2,0.565,34.0,0.533,15.1,True,PASSED
Evan Mobley,2025-12-01,SELL_HIGH,0.5,34.4,0.591,34.6,0.48,18.2,True,PASSED
Evan Mobley,2025-12-03,SELL_HIGH,0.498,34.1,0.576,33.2,0.514,15.5,True,PASSED
Gary Trent Jr.,2025-11-24,SELL_HIGH,0.405,27.6,0.476,26.6,0.366,17.5,True,PASSED
Goga Bitadze,2025-12-18,SELL_HIGH,0.732,16.7,0.846,16.2,0.571,15.6,True,PASSED
Goga Bitadze,2025-12-29,BUY_LOW,0.691,16.7,0.5,15.8,0.75,-27.7,True,PASSED
Goga Bitadze,2025-12-31,BUY_LOW,0.688,16.7,0.429,15.6,0.739,-37.7,True,PASSED
Goga Bitadze,2026-01-02,BUY_LOW,0.699,16.7,0.571,16.8,0.632,-18.3,True,PASSED
Gradey Dick,2025-11-21,SELL_HIGH,0.434,16.6,0.519,18.8,0.28,19.5,True,PASSED
Gradey Dick,2025-11-23,SELL_HIGH,0.427,16.8,0.5,18.6,0.261,17.1,True,PASSED
Gradey Dick,2025-11-29,BUY_LOW,0.402,16.1,0.304,14.4,0.448,-24.3,True,PASSED
Gradey Dick,2025-11-30,BUY_LOW,0.398,16.2,0.28,15.0,0.478,-29.7,True,PASSED
Gradey Dick,2025-12-02,BUY_LOW,0.393,16.3,0.261,14.8,0.455,-33.6,True,PASSED
Gradey Dick,2025-12-09,SELL_HIGH,0.412,16.1,0.478,15.8,0.333,16.0,True,PASSED
Gradey Dick,2025-12-20,BUY_LOW,0.405,15.9,0.333,13.8,0.292,-17.8,False,PASSED
Gradey Dick,2025-12-23,BUY_LOW,0.399,15.8,0.333,14.2,0.348,-16.4,True,PASSED
Gradey Dick,2025-12-26,BUY_LOW,0.389,15.7,0.321,15.0,0.417,-17.3,True,PASSED
Gradey Dick,2025-12-28,BUY_LOW,0.387,15.8,0.28,15.6,0.545,-27.6,True,PASSED
Gradey Dick,2025-12-29,BUY_LOW,0.39,15.7,0.292,15.0,0.526,-25.1,True,PASSED
Gradey Dick,2025-12-31,BUY_LOW,0.397,15.7,0.333,15.4,0.5,-16.0,True,PASSED
Grayson Allen,2025-11-29,SELL_HIGH,0.468,32.1,0.569,28.0,0.322,21.6,True,PASSED
Grayson Allen,2025-12-05,SELL_HIGH,0.462,31.6,0.54,26.0,0.278,16.8,True,PASSED
Harrison Barnes,2025-12-02,BUY_LOW,0.497,30.6,0.382,33.0,0.47,-23.2,True,PASSED
Harrison Barnes,2025-12-03,BUY_LOW,0.497,30.9,0.419,33.4,0.411,-15.7,False,PASSED
Harrison Barnes,2025-12-05,BUY_LOW,0.487,31.0,0.397,33.0,0.38,-18.6,False,PASSED
Harrison Barnes,2025-12-08,BUY_LOW,0.485,30.9,0.39,31.6,0.391,-19.7,True,PASSED
Harrison Barnes,2025-12-19,BUY_LOW,0.466,30.5,0.38,28.4,0.487,-18.4,True,PASSED
Harrison Barnes,2025-12-21,BUY_LOW,0.468,30.2,0.391,27.0,0.419,-16.4,True,PASSED
Harrison Barnes,2025-12-23,BUY_LOW,0.467,30.0,0.333,25.2,0.395,-28.7,True,PASSED
Harrison Barnes,2026-01-03,BUY_LOW,0.451,29.2,0.278,25.4,0.366,-38.4,True,PASSED
Herbert Jones,2025-11-19,BUY_LOW,0.398,30.2,0.311,30.4,0.386,-21.9,True,PASSED
Herbert Jones,2025-11-21,BUY_LOW,0.397,30.1,0.304,30.4,0.42,-23.3,True,PASSED
Herbert Jones,2025-12-08,BUY_LOW,0.39,30.2,0.277,30.0,0.435,-29.1,True,PASSED
Immanuel Quickley,2025-11-15,SELL_HIGH,0.459,31.7,0.528,32.0,0.491,15.0,True,PASSED
Immanuel Quickley,2025-11-17,SELL_HIGH,0.462,31.5,0.567,32.6,0.459,22.9,True,PASSED
Immanuel Quickley,2025-11-19,SELL_HIGH,0.467,31.4,0.582,32.0,0.406,24.6,True,PASSED
Immanuel Quickley,2025-11-21,SELL_HIGH,0.467,31.9,0.576,32.4,0.405,23.3,True,PASSED
Immanuel Quickley,2025-11-23,SELL_HIGH,0.474,31.8,0.576,32.0,0.397,21.6,True,PASSED
Immanuel Quickley,2025-12-15,SELL_HIGH,0.47,32.3,0.554,32.8,0.303,17.7,True,PASSED
Immanuel Quickley,2025-12-18,SELL_HIGH,0.471,32.3,0.556,32.6,0.299,17.8,True,PASSED
Immanuel Quickley,2025-12-21,BUY_LOW,0.452,32.2,0.379,31.4,0.352,-16.2,False,PASSED
Immanuel Quickley,2025-12-23,BUY_LOW,0.446,32.2,0.317,31.6,0.352,-29.0,True,PASSED
Immanuel Quickley,2025-12-26,BUY_LOW,0.442,32.3,0.303,32.4,0.362,-31.4,True,PASSED
Immanuel Quickley,2025-12-28,BUY_LOW,0.442,32.3,0.299,32.2,0.358,-32.5,True,PASSED
Immanuel Quickley,2025-12-29,BUY_LOW,0.443,32.5,0.338,34.0,0.357,-23.8,True,PASSED
Immanuel Quickley,2025-12-31,BUY_LOW,0.436,32.3,0.352,32.6,0.392,-19.2,True,PASSED
Immanuel Quickley,2026-01-03,BUY_LOW,0.431,32.3,0.352,33.0,0.375,-18.3,True,PASSED
Immanuel Quickley,2026-01-05,BUY_LOW,0.43,32.3,0.362,32.6,0.388,-15.7,True,PASSED
Isaac Okoro,2025-11-16,SELL_HIGH,0.458,24.7,0.545,27.2,0.514,19.0,True,PASSED
Isaac Okoro,2025-12-23,SELL_HIGH,0.493,24.8,0.579,24.0,0.515,17.5,True,PASSED
Isaac Okoro,2025-12-27,SELL_HIGH,0.49,24.3,0.643,22.0,0.486,31.3,True,PASSED
Isaiah Collier,2025-11-30,BUY_LOW,0.527,23.4,0.44,20.6,0.467,-16.6,True,PASSED
Isaiah Collier,2025-12-01,BUY_LOW,0.508,22.8,0.391,19.8,0.471,-23.0,True,PASSED
Isaiah Collier,2025-12-04,BUY_LOW,0.508,21.9,0.364,19.4,0.478,-28.4,True,PASSED
Isaiah Collier,2025-12-05,BUY_LOW,0.5,21.4,0.353,17.8,0.5,-29.4,True,PASSED
Isaiah Collier,2026-01-03,SELL_HIGH,0.503,23.0,0.581,26.2,0.553,15.3,True,PASSED
Isaiah Jackson,2025-11-19,SELL_HIGH,0.58,19.2,0.71,21.4,0.6,22.3,True,PASSED
Isaiah Jackson,2025-11-21,SELL_HIGH,0.578,19.0,0.708,20.4,0.696,22.5,True,PASSED
Isaiah Jackson,2025-12-01,SELL_HIGH,0.604,19.4,0.696,20.6,0.524,15.2,True,PASSED
Isaiah Jackson,2025-12-03,SELL_HIGH,0.606,19.2,0.773,20.2,0.538,27.6,True,PASSED
Isaiah Jackson,2025-12-05,SELL_HIGH,0.611,19.1,0.818,18.8,0.52,34.0,True,PASSED
Isaiah Jackson,2025-12-08,SELL_HIGH,0.615,19.1,0.783,18.4,0.44,27.2,True,PASSED
Isaiah Jackson,2025-12-12,SELL_HIGH,0.605,19.0,0.722,18.2,0.478,19.4,True,PASSED
Isaiah Joe,2025-12-02,SELL_HIGH,0.448,23.6,0.529,20.0,0.542,18.3,False,PASSED
Isaiah Joe,2025-12-22,SELL_HIGH,0.465,22.7,0.545,18.4,0.333,17.2,True,PASSED
Isaiah Joe,2025-12-25,SELL_HIGH,0.461,22.2,0.542,17.8,0.409,17.5,True,PASSED
Isaiah Stewart,2025-11-24,SELL_HIGH,0.505,22.9,0.581,20.2,0.593,15.0,False,PASSED
Isaiah Stewart,2025-11-29,SELL_HIGH,0.513,22.0,0.593,20.6,0.621,15.6,False,PASSED
Isaiah Stewart,2025-12-12,SELL_HIGH,0.534,22.5,0.621,24.0,0.514,16.3,True,PASSED
Isaiah Stewart,2025-12-15,SELL_HIGH,0.548,22.4,0.677,22.4,0.447,23.7,True,PASSED
Isaiah Stewart,2025-12-18,SELL_HIGH,0.546,22.4,0.636,21.8,0.41,16.5,True,PASSED
Isaiah Stewart,2025-12-26,BUY_LOW,0.528,22.7,0.447,23.8,0.5,-15.3,True,PASSED
Isaiah Stewart,2025-12-28,BUY_LOW,0.52,22.8,0.41,24.6,0.514,-21.1,True,PASSED
Isaiah Stewart,2025-12-30,BUY_LOW,0.512,22.8,0.375,23.2,0.674,-26.7,True,PASSED
Ja Morant,2025-11-15,BUY_LOW,0.352,31.0,0.287,33.8,0.443,-18.4,True,PASSED
Ja Morant,2025-12-12,BUY_LOW,0.359,28.9,0.301,28.0,0.506,-16.0,True,PASSED
Ja'Kobe Walter,2025-12-20,BUY_LOW,0.409,16.5,0.273,17.4,0.576,-33.3,True,PASSED
Ja'Kobe Walter,2025-12-23,SELL_HIGH,0.421,16.7,0.5,17.6,0.471,18.6,True,PASSED
Ja'Kobe Walter,2025-12-28,SELL_HIGH,0.436,16.8,0.538,19.0,0.379,23.5,True,PASSED
Jaden Ivey,2026-01-01,SELL_HIGH,0.47,15.8,0.545,18.4,0.405,16.2,True,PASSED
Jaden McDaniels,2025-11-29,BUY_LOW,0.53,31.9,0.449,32.6,0.552,-15.3,True,PASSED
Jaden McDaniels,2025-11-30,BUY_LOW,0.524,31.6,0.429,31.2,0.526,-18.3,True,PASSED
Jaden McDaniels,2025-12-02,BUY_LOW,0.521,31.6,0.408,33.2,0.542,-21.6,True,PASSED
Jaden McDaniels,2025-12-21,BUY_LOW,0.502,33.1,0.369,37.4,0.537,-26.4,True,PASSED
Jaden McDaniels,2025-12-25,BUY_LOW,0.495,32.2,0.371,31.2,0.585,-25.1,True,PASSED
Jaden McDaniels,2025-12-27,BUY_LOW,0.504,32.5,0.407,32.2,0.545,-19.4,True,PASSED
Jaden McDaniels,2026-01-04,SELL_HIGH,0.505,31.9,0.585,30.4,0.612,15.8,False,PASSED
Jaime Jaquez Jr.,2025-11-17,BUY_LOW,0.533,30.2,0.442,31.8,0.509,-17.1,True,PASSED
Jaime Jaquez Jr.,2025-11-19,BUY_LOW,0.528,30.3,0.425,31.6,0.538,-19.5,True,PASSED
Jaime Jaquez Jr.,2025-11-21,BUY_LOW,0.516,30.5,0.414,32.6,0.52,-19.7,True,PASSED
Jaime Jaquez Jr.,2025-11-23,BUY_LOW,0.512,30.1,0.391,30.8,0.49,-23.6,True,PASSED
Jaime Jaquez Jr.,2025-12-06,BUY_LOW,0.511,29.1,0.431,25.2,0.516,-15.6,True,PASSED
Jake LaRavia,2025-11-15,BUY_LOW,0.515,28.2,0.382,26.0,0.393,-25.8,True,PASSED
Jake LaRavia,2025-11-18,BUY_LOW,0.477,28.9,0.314,25.8,0.438,-34.1,True,PASSED
Jake LaRavia,2025-11-23,BUY_LOW,0.487,28.7,0.342,26.4,0.36,-29.8,True,PASSED
Jake LaRavia,2025-11-25,BUY_LOW,0.48,27.7,0.361,24.0,0.444,-24.8,True,PASSED
Jake LaRavia,2025-11-30,BUY_LOW,0.488,26.3,0.393,21.4,0.371,-19.5,False,PASSED
Jake LaRavia,2025-12-07,BUY_LOW,0.468,25.7,0.387,21.0,0.387,-17.3,False,PASSED
Jake LaRavia,2025-12-10,BUY_LOW,0.463,25.3,0.371,21.6,0.429,-19.8,True,PASSED
Jalen Duren,2025-12-20,BUY_LOW,0.629,29.2,0.527,29.4,0.662,-16.2,True,PASSED
Jalen Johnson,2025-11-28,BUY_LOW,0.547,33.9,0.463,36.2,0.5,-15.3,True,PASSED
Jalen Johnson,2025-12-01,BUY_LOW,0.539,34.7,0.443,37.6,0.44,-17.8,False,PASSED
Jalen Smith,2025-12-23,BUY_LOW,0.475,16.5,0.4,14.6,0.457,-15.7,True,PASSED
Jalen Smith,2025-12-29,BUY_LOW,0.466,16.8,0.391,16.8,0.465,-16.0,True,PASSED
Jalen Suggs,2025-12-01,BUY_LOW,0.476,24.1,0.4,28.0,0.432,-15.9,True,PASSED
Jalen Suggs,2025-12-03,BUY_LOW,0.455,24.4,0.373,27.6,0.5,-18.0,True,PASSED
Jalen Suggs,2025-12-05,BUY_LOW,0.46,24.6,0.375,27.8,0.48,-18.5,True,PASSED
Jalen Suggs,2025-12-07,BUY_LOW,0.462,24.8,0.368,27.0,0.5,-20.2,True,PASSED
Jalen Wilson,2025-11-16,BUY_LOW,0.385,17.2,0.321,16.8,0.25,-16.4,False,PASSED
Jalen Wilson,2025-12-04,BUY_LOW,0.368,15.1,0.304,13.4,0.417,-17.4,True,PASSED
Jamal Murray,2025-12-05,SELL_HIGH,0.503,34.9,0.587,34.4,0.495,16.7,True,PASSED
Jamal Murray,2025-12-07,SELL_HIGH,0.503,35.0,0.586,34.6,0.467,16.6,True,PASSED
Jamal Shead,2025-11-15,BUY_LOW,0.424,18.0,0.36,19.4,0.412,-15.0,True,PASSED
Jamal Shead,2025-11-29,BUY_LOW,0.417,18.6,0.353,20.2,0.212,-15.3,False,PASSED
Jamal Shead,2025-12-02,BUY_LOW,0.385,18.8,0.25,21.0,0.326,-35.1,True,PASSED
Jamal Shead,2025-12-04,BUY_LOW,0.365,19.0,0.214,20.8,0.362,-41.4,True,PASSED
Jamal Shead,2025-12-05,BUY_LOW,0.362,19.0,0.12,20.2,0.364,-66.8,True,PASSED
Jamal Shead,2025-12-07,BUY_LOW,0.359,19.1,0.212,21.0,0.375,-40.9,True,PASSED
Jamal Shead,2025-12-09,BUY_LOW,0.362,19.2,0.27,20.8,0.333,-25.4,True,PASSED
James Harden,2025-12-03,BUY_LOW,0.435,35.2,0.346,33.2,0.458,-20.5,True,PASSED
Jarace Walker,2025-11-15,BUY_LOW,0.297,29.1,0.22,26.8,0.486,-26.0,True,PASSED
Jarace Walker,2025-11-17,BUY_LOW,0.293,29.2,0.208,26.4,0.543,-28.8,True,PASSED
Jarace Walker,2025-11-19,BUY_LOW,0.298,29.1,0.2,27.6,0.5,-32.9,True,PASSED
Jarace Walker,2025-11-21,BUY_LOW,0.306,28.9,0.216,26.4,0.474,-29.3,True,PASSED
Jarace Walker,2025-11-24,BUY_LOW,0.307,28.1,0.257,25.4,0.45,-16.2,True,PASSED
Jarace Walker,2025-11-26,SELL_HIGH,0.335,28.1,0.486,25.6,0.378,44.9,True,PASSED
Jarace Walker,2025-11-28,SELL_HIGH,0.341,28.0,0.543,25.0,0.355,59.4,True,PASSED
Jarace Walker,2025-11-29,SELL_HIGH,0.34,27.7,0.5,24.0,0.407,46.9,True,PASSED
Jarace Walker,2025-12-01,SELL_HIGH,0.338,27.4,0.474,22.8,0.407,40.0,True,PASSED
Jarace Walker,2025-12-03,SELL_HIGH,0.335,27.4,0.45,25.2,0.438,34.3,True,PASSED
Jarace Walker,2026-01-02,SELL_HIGH,0.352,23.9,0.438,19.6,0.467,24.3,False,PASSED
Jaren Jackson Jr.,2025-11-24,BUY_LOW,0.47,28.9,0.386,29.6,0.459,-17.8,True,PASSED
Jaren Jackson Jr.,2025-11-28,BUY_LOW,0.461,29.4,0.381,30.8,0.481,-17.2,True,PASSED
Jarred Vanderbilt,2025-12-23,BUY_LOW,0.418,18.2,0.353,15.6,0.619,-15.5,True,PASSED
Jarred Vanderbilt,2026-01-04,SELL_HIGH,0.466,19.2,0.619,23.0,0.444,32.9,True,PASSED
Jarrett Allen,2025-12-27,SELL_HIGH,0.597,25.8,0.743,25.4,0.593,24.5,True,PASSED
Jarrett Allen,2025-12-29,SELL_HIGH,0.603,25.4,0.759,23.4,0.567,25.8,True,PASSED
Javonte Green,2025-11-26,SELL_HIGH,0.426,22.0,0.576,23.4,0.417,35.2,True,PASSED
Javonte Green,2025-11-28,SELL_HIGH,0.417,21.3,0.609,18.0,0.417,45.8,True,PASSED
Javonte Green,2025-12-28,BUY_LOW,0.423,18.5,0.357,18.8,0.528,-15.6,True,PASSED
Jaxson Hayes,2025-12-01,SELL_HIGH,0.75,17.6,0.882,19.2,0.6,17.6,True,PASSED
Jaxson Hayes,2025-12-20,SELL_HIGH,0.767,17.1,0.933,16.6,0.812,21.7,True,PASSED
Jaxson Hayes,2025-12-23,SELL_HIGH,0.766,17.7,0.941,20.0,0.786,22.8,True,PASSED
Jaxson Hayes,2025-12-30,SELL_HIGH,0.766,17.2,0.938,17.6,0.833,22.4,True,PASSED
Jaxson Hayes,2026-01-02,SELL_HIGH,0.78,17.2,0.95,18.8,0.684,21.7,True,PASSED
Jaxson Hayes,2026-01-04,SELL_HIGH,0.784,17.4,0.909,19.8,0.684,15.9,True,PASSED
Jay Huff,2025-12-27,BUY_LOW,0.413,19.7,0.333,21.2,0.481,-19.2,True,PASSED
Jaylen Clark,2025-11-24,BUY_LOW,0.444,16.4,0.368,17.2,0.308,-17.1,False,PASSED
Jaylen Clark,2025-11-26,BUY_LOW,0.421,15.7,0.353,14.0,0.421,-16.2,True,PASSED
Jaylen Clark,2025-11-29,BUY_LOW,0.414,15.2,0.294,13.2,0.478,-28.9,True,PASSED
Jaylen Wells,2025-11-15,SELL_HIGH,0.365,25.3,0.463,24.2,0.449,26.9,True,PASSED
Jaylen Wells,2025-11-20,SELL_HIGH,0.371,25.3,0.438,25.4,0.52,18.0,False,PASSED
Jaylen Wells,2025-11-26,SELL_HIGH,0.389,25.7,0.449,26.8,0.651,15.5,False,PASSED
Jaylen Wells,2025-11-28,SELL_HIGH,0.414,26.1,0.538,28.4,0.575,30.1,False,PASSED
Jaylen Wells,2025-11-30,SELL_HIGH,0.409,26.2,0.52,28.6,0.587,27.0,False,PASSED
Jaylen Wells,2025-12-02,SELL_HIGH,0.419,26.3,0.565,30.8,0.549,34.8,True,PASSED
Jaylen Wells,2025-12-05,SELL_HIGH,0.43,26.4,0.644,30.2,0.491,49.9,True,PASSED
Jaylen Wells,2025-12-07,SELL_HIGH,0.44,26.4,0.651,29.0,0.407,47.9,True,PASSED
Jaylen Wells,2025-12-12,SELL_HIGH,0.442,26.4,0.575,27.8,0.371,29.9,True,PASSED
Jaylen Wells,2025-12-15,SELL_HIGH,0.444,26.7,0.587,28.8,0.368,32.3,True,PASSED
Jaylen Wells,2025-12-17,SELL_HIGH,0.446,26.8,0.549,28.8,0.364,23.2,True,PASSED
Jaylen Wells,2025-12-28,BUY_LOW,0.431,27.5,0.364,31.2,0.361,-15.6,False,PASSED
Jaylen Wells,2025-12-30,BUY_LOW,0.429,27.5,0.358,30.4,0.355,-16.4,False,PASSED
Jaylin Williams,2025-11-23,SELL_HIGH,0.345,18.8,0.423,20.4,0.429,22.5,False,PASSED
Jaylin Williams,2025-11-30,SELL_HIGH,0.374,18.3,0.5,16.2,0.25,33.8,True,PASSED
Jaylin Williams,2025-12-02,SELL_HIGH,0.365,18.0,0.483,17.0,0.3,32.1,True,PASSED
Jaylin Williams,2025-12-05,SELL_HIGH,0.362,18.2,0.429,16.6,0.318,18.4,True,PASSED
Jaylon Tyson,2025-12-14,SELL_HIGH,0.531,27.9,0.648,32.4,0.5,22.1,True,PASSED
Jerami Grant,2025-12-02,BUY_LOW,0.445,29.1,0.377,30.4,0.388,-15.4,True,PASSED
Jeremiah Fears,2025-11-22,SELL_HIGH,0.462,26.6,0.534,27.2,0.391,15.7,True,PASSED
Jeremiah Fears,2025-12-27,BUY_LOW,0.439,26.7,0.37,22.2,0.45,-15.8,True,PASSED
Jeremiah Fears,2025-12-29,BUY_LOW,0.436,26.9,0.351,25.0,0.444,-19.5,True,PASSED
Jeremiah Fears,2025-12-31,BUY_LOW,0.435,26.8,0.357,24.8,0.417,-18.0,True,PASSED
Jeremiah Fears,2026-01-02,BUY_LOW,0.432,26.7,0.36,24.6,0.478,-16.6,True,PASSED
Jeremy Sochan,2025-11-30,BUY_LOW,0.492,16.5,0.375,17.8,0.538,-23.7,True,PASSED
Jeremy Sochan,2025-12-02,BUY_LOW,0.492,16.2,0.357,15.8,0.52,-27.4,True,PASSED
Jeremy Sochan,2025-12-05,BUY_LOW,0.5,16.5,0.423,14.8,0.462,-15.4,True,PASSED
Jeremy Sochan,2025-12-25,BUY_LOW,0.494,15.9,0.4,15.0,0.375,-19.1,False,PASSED
Jimmy Butler III,2025-11-18,SELL_HIGH,0.526,30.9,0.615,30.4,0.529,17.1,True,PASSED
Jimmy Butler III,2025-12-18,BUY_LOW,0.51,31.3,0.426,30.6,0.534,-16.4,True,PASSED
Jock Landale,2025-11-20,BUY_LOW,0.518,24.0,0.415,23.0,0.545,-19.9,True,PASSED
Jock Landale,2025-12-23,BUY_LOW,0.513,22.4,0.435,26.8,0.562,-15.2,True,PASSED
John Collins,2025-11-16,BUY_LOW,0.5,24.8,0.417,25.4,0.444,-16.7,True,PASSED
John Collins,2025-11-20,BUY_LOW,0.504,25.3,0.391,26.6,0.432,-22.3,True,PASSED
John Collins,2025-12-30,SELL_HIGH,0.511,26.9,0.591,26.8,0.721,15.7,False,PASSED
John Collins,2026-01-01,SELL_HIGH,0.516,26.8,0.628,26.0,0.744,21.8,False,PASSED
John Collins,2026-01-03,SELL_HIGH,0.517,26.6,0.667,24.4,0.722,28.9,False,PASSED
John Collins,2026-01-05,SELL_HIGH,0.53,26.6,0.727,23.8,0.646,37.3,True,PASSED
Jonathan Kuminga,2025-11-29,BUY_LOW,0.478,27.8,0.375,23.8,0.289,-21.5,False,PASSED
Jordan Clarkson,2025-11-17,SELL_HIGH,0.467,17.3,0.538,19.0,0.532,15.2,True,PASSED
Jordan Clarkson,2025-12-03,BUY_LOW,0.447,19.4,0.36,20.0,0.35,-19.5,False,PASSED
Jordan Clarkson,2025-12-05,BUY_LOW,0.441,19.5,0.319,20.2,0.395,-27.7,True,PASSED
Jordan Clarkson,2025-12-07,BUY_LOW,0.438,20.0,0.302,23.6,0.444,-31.0,True,PASSED
Jordan Clarkson,2025-12-09,BUY_LOW,0.426,19.9,0.311,22.6,0.556,-27.0,True,PASSED
Jordan Clarkson,2025-12-13,BUY_LOW,0.43,20.1,0.333,23.6,0.486,-22.5,True,PASSED
Jordan Clarkson,2025-12-18,BUY_LOW,0.429,19.8,0.35,21.6,0.51,-18.3,True,PASSED
Jordan Clarkson,2025-12-23,SELL_HIGH,0.446,20.0,0.556,20.4,0.429,24.5,True,PASSED
Jordan Goodwin,2025-12-26,BUY_LOW,0.414,21.1,0.348,23.0,0.327,-16.0,False,PASSED
Jordan Goodwin,2025-12-27,BUY_LOW,0.406,21.0,0.279,23.2,0.411,-31.3,True,PASSED
