id,archived_json,log_json
1626181,"{""player_id"": ""1626181"", ""name"": ""Norman Powell"", ""team"": ""MIA"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 23.8, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1626181"", ""name"": ""Norman Powell"", ""team"": ""MIA"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 23.8, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1627739,"{""player_id"": ""1627739"", ""name"": ""Kris Dunn"", ""team"": ""LAC"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 8.3, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1627739"", ""name"": ""Kris Dunn"", ""team"": ""LAC"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 8.3, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1627783,"{""player_id"": ""1627783"", ""name"": ""Pascal Siakam"", ""team"": ""IND"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 23.5, ""usg_pct"": 0.2, ""archetype"": ""SLASHER"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1627783"", ""name"": ""Pascal Siakam"", ""team"": ""IND"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 23.5, ""usg_pct"": 0.2, ""archetype"": ""SLASHER"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1628371,"{""player_id"": ""1628371"", ""name"": ""Jonathan Isaac"", ""team"": ""ORL"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 2.9, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1628371"", ""name"": ""Jonathan Isaac"", ""team"": ""ORL"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 2.9, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1628379,"{""player_id"": ""1628379"", ""name"": ""Luke Kennard"", ""team"": ""ATL"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 7.0, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1628379"", ""name"": ""Luke Kennard"", ""team"": ""ATL"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 7.0, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1628381,"{""player_id"": ""1628381"", ""name"": ""John Collins"", ""team"": ""LAC"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 12.5, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1628381"", ""name"": ""John Collins"", ""team"": ""LAC"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 12.5, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1628398,"{""player_id"": ""1628398"", ""name"": ""Kyle Kuzma"", ""team"": ""MIL"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 13.0, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1628398"", ""name"": ""Kyle Kuzma"", ""team"": ""MIL"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 13.0, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1628978,"{""player_id"": ""1628978"", ""name"": ""Donte DiVincenzo"", ""team"": ""MIN"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 13.3, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1628978"", ""name"": ""Donte DiVincenzo"", ""team"": ""MIN"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 13.3, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1628988,"{""player_id"": ""1628988"", ""name"": ""Aaron Holiday"", ""team"": ""HOU"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 7.0, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1628988"", ""name"": ""Aaron Holiday"", ""team"": ""HOU"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 7.0, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1629006,"{""player_id"": ""1629006"", ""name"": ""Josh Okogie"", ""team"": ""HOU"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 6.5, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1629006"", ""name"": ""Josh Okogie"", ""team"": ""HOU"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 6.5, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1629014,"{""player_id"": ""1629014"", ""name"": ""Anfernee Simons"", ""team"": ""BOS"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 13.1, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1629014"", ""name"": ""Anfernee Simons"", ""team"": ""BOS"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 13.1, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1629018,"{""player_id"": ""1629018"", ""name"": ""Gary Trent Jr."", ""team"": ""MIL"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 9.3, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1629018"", ""name"": ""Gary Trent Jr."", ""team"": ""MIL"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 9.3, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1629020,"{""player_id"": ""1629020"", ""name"": ""Jarred Vanderbilt"", ""team"": ""LAL"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 5.0, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1629020"", ""name"": ""Jarred Vanderbilt"", ""team"": ""LAL"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 5.0, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1629026,"{""player_id"": ""1629026"", ""name"": ""Kenrich Williams"", ""team"": ""OKC"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 5.5, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1629026"", ""name"": ""Kenrich Williams"", ""team"": ""OKC"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 5.5, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1629028,"{""player_id"": ""1629028"", ""name"": ""Deandre Ayton"", ""team"": ""LAL"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 14.6, ""usg_pct"": 0.2, ""archetype"": ""RIM_RUNNER"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1629028"", ""name"": ""Deandre Ayton"", ""team"": ""LAL"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 14.6, ""usg_pct"": 0.2, ""archetype"": ""RIM_RUNNER"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1629057,"{""player_id"": ""1629057"", ""name"": ""Robert Williams III"", ""team"": ""POR"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 6.1, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1629057"", ""name"": ""Robert Williams III"", ""team"": ""POR"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 6.1, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1629111,"{""player_id"": ""1629111"", ""name"": ""Jock Landale"", ""team"": ""MEM"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 10.9, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1629111"", ""name"": ""Jock Landale"", ""team"": ""MEM"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 10.9, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1629234,"{""player_id"": ""1629234"", ""name"": ""Drew Eubanks"", ""team"": ""SAC"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 5.3, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1629234"", ""name"": ""Drew Eubanks"", ""team"": ""SAC"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 5.3, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1629628,"{""player_id"": ""1629628"", ""name"": ""RJ Barrett"", ""team"": ""TOR"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 18.8, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1629628"", ""name"": ""RJ Barrett"", ""team"": ""TOR"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 18.8, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1629636,"{""player_id"": ""1629636"", ""name"": ""Darius Garland"", ""team"": ""CLE"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 17.0, ""usg_pct"": 0.2, ""archetype"": ""BALL_HOG"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1629636"", ""name"": ""Darius Garland"", ""team"": ""CLE"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 17.0, ""usg_pct"": 0.2, ""archetype"": ""BALL_HOG"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1629637,"{""player_id"": ""1629637"", ""name"": ""Jaxson Hayes"", ""team"": ""LAL"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 6.2, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1629637"", ""name"": ""Jaxson Hayes"", ""team"": ""LAL"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 6.2, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1629652,"{""player_id"": ""1629652"", ""name"": ""Luguentz Dort"", ""team"": ""OKC"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 8.1, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1629652"", ""name"": ""Luguentz Dort"", ""team"": ""OKC"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 8.1, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1629655,"{""player_id"": ""1629655"", ""name"": ""Daniel Gafford"", ""team"": ""DAL"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 8.2, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1629655"", ""name"": ""Daniel Gafford"", ""team"": ""DAL"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 8.2, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1629656,"{""player_id"": ""1629656"", ""name"": ""Quentin Grimes"", ""team"": ""PHI"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 14.7, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1629656"", ""name"": ""Quentin Grimes"", ""team"": ""PHI"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 14.7, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1629675,"{""player_id"": ""1629675"", ""name"": ""Naz Reid"", ""team"": ""MIN"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 14.0, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1629675"", ""name"": ""Naz Reid"", ""team"": ""MIN"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 14.0, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1629750,"{""player_id"": ""1629750"", ""name"": ""Javonte Green"", ""team"": ""DET"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 6.6, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1629750"", ""name"": ""Javonte Green"", ""team"": ""DET"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 6.6, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1630162,"{""player_id"": ""1630162"", ""name"": ""Anthony Edwards"", ""team"": ""MIN"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 29.1, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1630162"", ""name"": ""Anthony Edwards"", ""team"": ""MIN"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 29.1, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1630174,"{""player_id"": ""1630174"", ""name"": ""Aaron Nesmith"", ""team"": ""IND"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 14.4, ""usg_pct"": 0.2, ""archetype"": ""SNIPER"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1630174"", ""name"": ""Aaron Nesmith"", ""team"": ""IND"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 14.4, ""usg_pct"": 0.2, ""archetype"": ""SNIPER"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1630194,"{""player_id"": ""1630194"", ""name"": ""Paul Reed"", ""team"": ""DET"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 5.4, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1630194"", ""name"": ""Paul Reed"", ""team"": ""DET"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 5.4, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1630230,"{""player_id"": ""1630230"", ""name"": ""Naji Marshall"", ""team"": ""DAL"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 13.4, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1630230"", ""name"": ""Naji Marshall"", ""team"": ""DAL"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 13.4, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1630241,"{""player_id"": ""1630241"", ""name"": ""Sam Merrill"", ""team"": ""CLE"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 13.2, ""usg_pct"": 0.2, ""archetype"": ""SNIPER"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1630241"", ""name"": ""Sam Merrill"", ""team"": ""CLE"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 13.2, ""usg_pct"": 0.2, ""archetype"": ""SNIPER"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1630314,"{""player_id"": ""1630314"", ""name"": ""Brandon Williams"", ""team"": ""DAL"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 11.4, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1630314"", ""name"": ""Brandon Williams"", ""team"": ""DAL"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 11.4, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1630533,"{""player_id"": ""1630533"", ""name"": ""Ziaire Williams"", ""team"": ""BKN"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 8.7, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1630533"", ""name"": ""Ziaire Williams"", ""team"": ""BKN"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 8.7, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1630558,"{""player_id"": ""1630558"", ""name"": ""Davion Mitchell"", ""team"": ""MIA"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 9.3, ""usg_pct"": 0.2, ""archetype"": ""BALL_HOG"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1630558"", ""name"": ""Davion Mitchell"", ""team"": ""MIA"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 9.3, ""usg_pct"": 0.2, ""archetype"": ""BALL_HOG"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1630596,"{""player_id"": ""1630596"", ""name"": ""Evan Mobley"", ""team"": ""CLE"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 18.2, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1630596"", ""name"": ""Evan Mobley"", ""team"": ""CLE"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 18.2, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1630598,"{""player_id"": ""1630598"", ""name"": ""Aaron Wiggins"", ""team"": ""OKC"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 10.3, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1630598"", ""name"": ""Aaron Wiggins"", ""team"": ""OKC"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 10.3, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1630643,"{""player_id"": ""1630643"", ""name"": ""Jay Huff"", ""team"": ""IND"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 7.8, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1630643"", ""name"": ""Jay Huff"", ""team"": ""IND"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 7.8, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1631093,"{""player_id"": ""1631093"", ""name"": ""Jaden Ivey"", ""team"": ""DET"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 8.4, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1631093"", ""name"": ""Jaden Ivey"", ""team"": ""DET"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 8.4, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
1631096,"{""player_id"": ""1631096"", ""name"": ""Chet Holmgren"", ""team"": ""OKC"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 18.3, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 0, ""roster_updated_at"": null}","{""player_id"": ""1631096"", ""name"": ""Chet Holmgren"", ""team"": ""OKC"", ""position"": ""UNK"", ""status"": ""ACTIVE"", ""base_ppg"": 18.3, ""usg_pct"": 0.2, ""archetype"": ""GENERALIST"", ""updated_at"": ""2026-01-19 09:03:51"", ""season_id"": ""22025"", ""is_active"": 1, ""roster_updated_at"": null}"
