player,game_date,signal,season_fg,l5_fg,n5_fg,deviation,regression_occurred,regression_strength
Reed Sheppard,2025-11-14,SELL_HIGH,0.495,0.6,0.482,21.3,True,0.12
Reed Sheppard,2025-11-16,SELL_HIGH,0.485,0.6,0.493,23.6,True,0.06
Reed Sheppard,2025-11-19,SELL_HIGH,0.491,0.574,0.485,16.9,True,0.08
Reed Sheppard,2025-12-05,BUY_LOW,0.477,0.404,0.386,-15.4,False,1.24
Reed Sheppard,2025-12-18,BUY_LOW,0.462,0.385,0.424,-16.8,True,0.5
Reed Sheppard,2025-12-20,BUY_LOW,0.456,0.386,0.441,-15.4,True,0.22
Reed Sheppard,2025-12-25,BUY_LOW,0.453,0.379,0.436,-16.4,True,0.23
Rob Dillingham,2025-11-19,BUY_LOW,0.393,0.333,0.3,-15.3,False,1.55
Rob Dillingham,2025-11-21,BUY_LOW,0.373,0.273,0.312,-26.9,True,0.6
Rob Dillingham,2025-11-29,BUY_LOW,0.367,0.3,0.2,-18.3,False,2.49
Rob Dillingham,2025-11-30,BUY_LOW,0.37,0.3,0.267,-19.0,False,1.47
Rob Dillingham,2025-12-04,BUY_LOW,0.353,0.2,0.4,-43.3,True,0.31
Rob Dillingham,2025-12-06,BUY_LOW,0.352,0.25,0.333,-29.0,True,0.19
Rob Dillingham,2025-12-14,BUY_LOW,0.354,0.267,0.333,-24.7,True,0.24
Ronald Holland II,2025-11-14,BUY_LOW,0.404,0.326,0.345,-19.4,True,0.75
Ronald Holland II,2025-11-17,BUY_LOW,0.386,0.275,0.45,-28.9,True,0.57
Ronald Holland II,2025-11-18,BUY_LOW,0.392,0.294,0.429,-24.9,True,0.38
Ronald Holland II,2025-12-01,SELL_HIGH,0.407,0.5,0.425,22.8,True,0.19
Ronald Holland II,2025-12-03,SELL_HIGH,0.426,0.65,0.35,52.7,True,0.34
Ronald Holland II,2025-12-05,SELL_HIGH,0.411,0.5,0.415,21.5,True,0.04
Ronald Holland II,2025-12-06,SELL_HIGH,0.42,0.514,0.341,22.4,True,0.84
Royce O'Neale,2025-11-24,BUY_LOW,0.441,0.359,0.388,-18.6,True,0.65
Royce O'Neale,2025-11-26,BUY_LOW,0.438,0.356,0.349,-18.9,False,1.08
Royce O'Neale,2025-12-08,BUY_LOW,0.42,0.349,0.417,-16.8,True,0.04
Royce O'Neale,2025-12-31,SELL_HIGH,0.434,0.515,0.37,18.6,True,0.8
Royce O'Neale,2026-01-02,SELL_HIGH,0.433,0.528,0.405,21.8,True,0.3
Rudy Gobert,2025-12-02,BUY_LOW,0.725,0.613,0.805,-15.5,True,0.71
Rudy Gobert,2025-12-29,BUY_LOW,0.714,0.545,0.758,-23.6,True,0.26
Rudy Gobert,2026-01-03,BUY_LOW,0.71,0.567,0.818,-20.2,True,0.76
Rudy Gobert,2026-01-04,BUY_LOW,0.71,0.581,0.767,-18.2,True,0.44
Rui Hachimura,2025-12-01,BUY_LOW,0.545,0.462,0.514,-15.3,True,0.38
Rui Hachimura,2025-12-05,BUY_LOW,0.538,0.457,0.524,-15.1,True,0.17
Rui Hachimura,2025-12-07,BUY_LOW,0.533,0.417,0.459,-21.9,True,0.63
Russell Westbrook,2025-11-19,BUY_LOW,0.436,0.346,0.474,-20.5,True,0.43
Russell Westbrook,2025-11-20,BUY_LOW,0.435,0.365,0.455,-16.1,True,0.28
Russell Westbrook,2025-12-20,SELL_HIGH,0.442,0.516,0.375,16.7,True,0.91
Ryan Dunn,2025-12-10,BUY_LOW,0.457,0.37,0.4,-19.0,True,0.66
Ryan Dunn,2025-12-14,BUY_LOW,0.459,0.348,0.414,-24.2,True,0.4
Ryan Dunn,2025-12-18,BUY_LOW,0.453,0.346,0.4,-23.6,True,0.5
Ryan Dunn,2025-12-20,BUY_LOW,0.458,0.333,0.379,-27.2,True,0.63
Ryan Dunn,2025-12-23,BUY_LOW,0.453,0.333,0.387,-26.4,True,0.55
Ryan Kalkbrenner,2025-11-12,BUY_LOW,0.808,0.682,0.792,-15.6,True,0.13
Ryan Nembhard,2025-12-15,SELL_HIGH,0.536,0.628,0.396,17.2,True,1.52
Ryan Nembhard,2025-12-23,BUY_LOW,0.488,0.341,0.429,-30.0,True,0.4
Ryan Nembhard,2025-12-25,BUY_LOW,0.485,0.396,0.444,-18.4,True,0.45
Ryan Nembhard,2025-12-27,BUY_LOW,0.482,0.366,0.455,-24.1,True,0.23
Ryan Nembhard,2025-12-29,BUY_LOW,0.483,0.364,0.409,-24.7,True,0.62
Ryan Nembhard,2026-01-01,BUY_LOW,0.47,0.317,0.483,-32.5,True,0.08
Ryan Rollins,2025-11-26,BUY_LOW,0.492,0.415,0.458,-15.7,True,0.44
Ryan Rollins,2025-12-01,BUY_LOW,0.483,0.405,0.431,-16.2,True,0.67
Ryan Rollins,2025-12-03,BUY_LOW,0.481,0.4,0.438,-16.8,True,0.54
Saddiq Bey,2025-11-22,BUY_LOW,0.407,0.333,0.507,-18.1,True,1.36
Saddiq Bey,2025-11-24,BUY_LOW,0.414,0.319,0.521,-22.9,True,1.13
Saddiq Bey,2025-12-02,SELL_HIGH,0.44,0.507,0.485,15.3,True,0.68
Saddiq Bey,2025-12-04,SELL_HIGH,0.447,0.521,0.441,16.5,True,0.08
Saddiq Bey,2025-12-11,SELL_HIGH,0.456,0.552,0.44,21.2,True,0.16
Sam Hauser,2025-11-09,BUY_LOW,0.346,0.188,0.24,-45.8,True,0.67
Sam Hauser,2025-11-11,BUY_LOW,0.338,0.179,0.231,-47.1,True,0.67
Sam Hauser,2025-11-12,BUY_LOW,0.329,0.138,0.345,-58.1,True,0.08
Sam Hauser,2025-11-16,BUY_LOW,0.323,0.172,0.4,-46.6,True,0.52
Sam Hauser,2025-11-18,BUY_LOW,0.312,0.167,0.441,-46.7,True,0.88
Sam Hauser,2025-11-21,BUY_LOW,0.32,0.24,0.455,-25.1,True,1.67
Sam Hauser,2025-11-23,BUY_LOW,0.311,0.231,0.5,-25.9,True,2.34
Sam Hauser,2025-11-29,SELL_HIGH,0.339,0.4,0.444,18.0,False,1.73
Sam Hauser,2025-11-30,SELL_HIGH,0.346,0.441,0.452,27.5,False,1.11
Sam Hauser,2025-12-02,SELL_HIGH,0.353,0.455,0.314,28.8,True,0.38
Sam Hauser,2025-12-04,SELL_HIGH,0.357,0.5,0.281,40.0,True,0.53
Sam Hauser,2025-12-05,SELL_HIGH,0.356,0.438,0.375,22.8,True,0.23
Sam Hauser,2025-12-07,SELL_HIGH,0.364,0.444,0.333,22.2,True,0.38
Sam Hauser,2025-12-11,SELL_HIGH,0.366,0.452,0.29,23.2,True,0.89
Sam Hauser,2025-12-19,BUY_LOW,0.343,0.281,0.515,-18.0,True,2.79
Sam Hauser,2025-12-26,BUY_LOW,0.354,0.29,0.486,-18.0,True,2.07
Sam Hauser,2025-12-28,SELL_HIGH,0.375,0.552,0.378,47.1,True,0.02
Sam Hauser,2025-12-30,SELL_HIGH,0.371,0.515,0.395,39.0,True,0.17
Sam Hauser,2026-01-03,SELL_HIGH,0.377,0.472,0.425,25.2,True,0.5
Sam Merrill,2025-11-15,BUY_LOW,0.433,0.333,0.51,-23.0,True,0.77
Sam Merrill,2025-11-17,BUY_LOW,0.443,0.315,0.521,-29.0,True,0.6
Sam Merrill,2025-12-22,BUY_LOW,0.466,0.375,0.432,-19.4,True,0.37
Sandro Mamukelashvili,2025-12-05,BUY_LOW,0.522,0.409,0.513,-21.7,True,0.08
Sandro Mamukelashvili,2025-12-07,BUY_LOW,0.516,0.4,0.583,-22.4,True,0.59
Sandro Mamukelashvili,2025-12-09,BUY_LOW,0.52,0.425,0.548,-18.3,True,0.28
Sandro Mamukelashvili,2025-12-15,BUY_LOW,0.514,0.429,0.574,-16.7,True,0.7
Sandro Mamukelashvili,2025-12-18,BUY_LOW,0.511,0.4,0.596,-21.7,True,0.77
Santi Aldama,2025-11-22,SELL_HIGH,0.475,0.552,0.463,16.3,True,0.15
Santi Aldama,2025-12-22,SELL_HIGH,0.482,0.565,0.464,17.1,True,0.22
Shaedon Sharpe,2025-11-12,SELL_HIGH,0.413,0.506,0.49,22.6,True,0.83
Shaedon Sharpe,2025-11-14,SELL_HIGH,0.442,0.552,0.437,24.8,True,0.05
Shaedon Sharpe,2025-11-16,SELL_HIGH,0.442,0.547,0.449,23.7,True,0.07
Shaedon Sharpe,2025-11-18,SELL_HIGH,0.433,0.515,0.467,18.9,True,0.41
Shaedon Sharpe,2025-11-26,SELL_HIGH,0.439,0.519,0.434,18.1,True,0.06
Shaedon Sharpe,2025-12-22,SELL_HIGH,0.46,0.548,0.446,19.1,True,0.16
Shaedon Sharpe,2025-12-23,SELL_HIGH,0.463,0.553,0.402,19.5,True,0.67
Sidy Cissoko,2025-12-03,BUY_LOW,0.375,0.28,0.528,-25.3,True,1.61
Sidy Cissoko,2025-12-05,BUY_LOW,0.4,0.333,0.444,-16.7,True,0.67
Sidy Cissoko,2025-12-14,SELL_HIGH,0.436,0.514,0.259,17.9,True,2.26
Sidy Cissoko,2025-12-18,SELL_HIGH,0.43,0.528,0.217,22.7,True,2.17
Sidy Cissoko,2025-12-26,BUY_LOW,0.397,0.259,0.312,-34.6,True,0.61
Sidy Cissoko,2025-12-28,BUY_LOW,0.39,0.217,0.333,-44.3,True,0.33
Sidy Cissoko,2025-12-29,BUY_LOW,0.375,0.182,0.436,-51.5,True,0.32
Sidy Cissoko,2025-12-31,BUY_LOW,0.36,0.2,0.471,-44.5,True,0.69
Sidy Cissoko,2026-01-03,BUY_LOW,0.379,0.312,0.481,-17.6,True,1.54
Simone Fontecchio,2025-11-10,BUY_LOW,0.507,0.394,0.409,-22.3,True,0.87
Simone Fontecchio,2025-11-23,BUY_LOW,0.45,0.362,0.257,-19.6,False,2.19
Simone Fontecchio,2025-11-24,BUY_LOW,0.438,0.312,0.281,-28.6,False,1.25
Simone Fontecchio,2025-11-26,BUY_LOW,0.422,0.275,0.417,-34.9,True,0.03
Simone Fontecchio,2025-12-01,BUY_LOW,0.423,0.238,0.359,-43.7,True,0.35
Simone Fontecchio,2025-12-03,BUY_LOW,0.417,0.256,0.351,-38.5,True,0.41
Simone Fontecchio,2025-12-05,BUY_LOW,0.409,0.257,0.361,-37.1,True,0.31
Simone Fontecchio,2025-12-06,BUY_LOW,0.408,0.281,0.341,-31.1,True,0.53
Simone Fontecchio,2025-12-23,BUY_LOW,0.388,0.222,0.368,-42.7,True,0.12
Simone Fontecchio,2025-12-27,BUY_LOW,0.386,0.257,0.4,-33.3,True,0.11
Simone Fontecchio,2025-12-29,BUY_LOW,0.385,0.273,0.385,-29.2,True,0.0
Simone Fontecchio,2026-01-01,BUY_LOW,0.383,0.259,0.467,-32.4,True,0.67
Simone Fontecchio,2026-01-03,BUY_LOW,0.387,0.294,0.429,-24.0,True,0.45
Sion James,2025-11-15,BUY_LOW,0.523,0.375,0.208,-28.3,False,2.13
Sion James,2025-11-17,BUY_LOW,0.486,0.343,0.19,-29.5,False,2.06
Sion James,2025-11-19,BUY_LOW,0.461,0.258,0.3,-44.0,True,0.79
Sion James,2025-11-22,BUY_LOW,0.438,0.2,0.333,-54.3,True,0.44
Sion James,2025-11-23,BUY_LOW,0.439,0.222,0.32,-49.4,True,0.55
Sion James,2025-11-26,BUY_LOW,0.438,0.208,0.333,-52.5,True,0.46
Sion James,2025-11-28,BUY_LOW,0.419,0.19,0.4,-54.6,True,0.08
Sion James,2025-11-29,BUY_LOW,0.427,0.3,0.348,-29.8,True,0.62
Sion James,2025-12-01,BUY_LOW,0.416,0.333,0.444,-19.8,True,0.35
Sion James,2025-12-03,BUY_LOW,0.411,0.32,0.433,-22.2,True,0.24
Sion James,2025-12-05,BUY_LOW,0.416,0.333,0.4,-19.9,True,0.19
Sion James,2025-12-12,BUY_LOW,0.412,0.348,0.4,-15.5,True,0.18
Sion James,2025-12-29,BUY_LOW,0.404,0.333,0.421,-17.4,True,0.25
Sion James,2025-12-31,BUY_LOW,0.396,0.286,0.5,-27.9,True,0.94
Spencer Jones,2025-12-11,SELL_HIGH,0.571,0.667,0.467,16.7,True,1.1
Spencer Jones,2025-12-15,SELL_HIGH,0.579,0.708,0.471,22.3,True,0.84
Stephen Curry,2025-12-29,BUY_LOW,0.463,0.388,0.495,-16.0,True,0.43
Stephon Castle,2026-01-03,BUY_LOW,0.484,0.406,0.339,-16.2,False,1.85
Steven Adams,2025-11-21,BUY_LOW,0.491,0.4,0.65,-18.5,True,1.75
Steven Adams,2025-11-24,BUY_LOW,0.509,0.36,0.591,-29.2,True,0.55
Steven Adams,2025-11-30,BUY_LOW,0.508,0.375,0.632,-26.2,True,0.93
Steven Adams,2025-12-03,BUY_LOW,0.508,0.375,0.48,-26.1,True,0.21
Steven Adams,2025-12-11,SELL_HIGH,0.533,0.65,0.273,21.9,True,2.23
Steven Adams,2025-12-18,SELL_HIGH,0.538,0.632,0.308,17.5,True,2.44
Steven Adams,2025-12-23,BUY_LOW,0.479,0.304,0.565,-36.4,True,0.5
Steven Adams,2025-12-25,BUY_LOW,0.474,0.273,0.577,-42.5,True,0.51
Steven Adams,2025-12-27,BUY_LOW,0.48,0.286,0.6,-40.5,True,0.62
Steven Adams,2025-12-29,BUY_LOW,0.481,0.308,0.632,-36.0,True,0.87
Svi Mykhailiuk,2025-11-23,SELL_HIGH,0.478,0.571,0.5,19.6,True,0.24
T.J. McConnell,2025-12-26,SELL_HIGH,0.556,0.7,0.513,25.8,True,0.3
T.J. McConnell,2025-12-29,SELL_HIGH,0.566,0.743,0.439,31.2,True,0.72
T.J. McConnell,2025-12-31,SELL_HIGH,0.555,0.684,0.51,23.3,True,0.35
T.J. McConnell,2026-01-02,SELL_HIGH,0.548,0.639,0.526,16.6,True,0.24
Taylor Hendricks,2025-12-18,SELL_HIGH,0.435,0.545,0.706,25.3,False,2.46
Taylor Hendricks,2025-12-20,SELL_HIGH,0.444,0.65,0.6,46.3,True,0.76
Taylor Hendricks,2025-12-22,SELL_HIGH,0.462,0.667,0.5,44.4,True,0.19
Taylor Hendricks,2025-12-23,SELL_HIGH,0.464,0.682,0.55,47.0,True,0.4
Taylor Hendricks,2025-12-26,SELL_HIGH,0.494,0.727,0.4,47.3,True,0.4
Taylor Hendricks,2025-12-27,SELL_HIGH,0.494,0.706,0.5,43.0,True,0.03
Taylor Hendricks,2025-12-30,SELL_HIGH,0.482,0.6,0.533,24.5,True,0.44
Terance Mann,2025-11-14,BUY_LOW,0.488,0.343,0.344,-29.8,True,0.99
Terance Mann,2025-11-16,BUY_LOW,0.489,0.4,0.296,-18.3,False,2.16
Terance Mann,2025-11-18,BUY_LOW,0.471,0.355,0.393,-24.6,True,0.67
Terance Mann,2025-11-21,BUY_LOW,0.462,0.344,0.375,-25.6,True,0.74
Terance Mann,2025-11-23,BUY_LOW,0.455,0.361,0.357,-20.7,False,1.04
Terance Mann,2025-11-24,BUY_LOW,0.448,0.344,0.419,-23.3,True,0.28
Terance Mann,2025-11-28,BUY_LOW,0.446,0.296,0.441,-33.6,True,0.03
Terance Mann,2025-12-04,BUY_LOW,0.442,0.375,0.519,-15.2,True,1.14
Terance Mann,2025-12-06,BUY_LOW,0.436,0.357,0.571,-18.0,True,1.73
Terance Mann,2025-12-23,SELL_HIGH,0.458,0.571,0.36,24.7,True,0.87
Terance Mann,2026-01-02,BUY_LOW,0.441,0.333,0.471,-24.5,True,0.27
Terrence Shannon Jr.,2025-12-12,BUY_LOW,0.407,0.273,0.435,-33.1,True,0.2
Thomas Bryant,2025-12-17,SELL_HIGH,0.456,0.526,0.654,15.4,False,2.82
Thomas Bryant,2025-12-23,SELL_HIGH,0.486,0.636,0.6,30.8,True,0.76
Thomas Bryant,2025-12-25,SELL_HIGH,0.512,0.655,0.538,27.9,True,0.18
Tidjane Salaün,2025-12-18,SELL_HIGH,0.519,0.63,0.5,21.3,True,0.17
Tidjane Salaün,2025-12-20,SELL_HIGH,0.534,0.64,0.441,19.7,True,0.88
Tim Hardaway Jr.,2025-11-28,BUY_LOW,0.448,0.378,0.491,-15.6,True,0.62
Tobias Harris,2025-12-01,SELL_HIGH,0.496,0.635,0.345,28.0,True,1.09
Tobias Harris,2025-12-18,BUY_LOW,0.448,0.345,0.464,-22.9,True,0.16
Tobias Harris,2025-12-20,BUY_LOW,0.435,0.367,0.5,-15.6,True,0.95
Tobias Harris,2025-12-22,BUY_LOW,0.443,0.372,0.5,-16.1,True,0.8
Tony Bradley,2025-11-19,BUY_LOW,0.589,0.5,0.545,-15.2,True,0.49
Tony Bradley,2025-11-24,BUY_LOW,0.576,0.474,0.636,-17.8,True,0.59
Tony Bradley,2025-11-28,BUY_LOW,0.576,0.333,0.615,-42.2,True,0.16
Tony Bradley,2025-12-01,BUY_LOW,0.59,0.364,0.462,-38.4,True,0.57
Tony Bradley,2025-12-23,BUY_LOW,0.568,0.462,0.5,-18.7,True,0.64
Trayce Jackson-Davis,2025-12-18,SELL_HIGH,0.566,0.667,0.778,17.8,False,2.1
Trayce Jackson-Davis,2025-12-20,SELL_HIGH,0.566,0.714,0.778,26.2,False,1.43
Trayce Jackson-Davis,2025-12-25,SELL_HIGH,0.576,0.75,0.652,30.1,True,0.44
Trayce Jackson-Davis,2025-12-29,SELL_HIGH,0.6,0.786,0.556,31.0,True,0.24
Trayce Jackson-Davis,2025-12-31,SELL_HIGH,0.62,0.778,0.357,25.5,True,1.66
Trayce Jackson-Davis,2026-01-02,SELL_HIGH,0.62,0.778,0.471,25.5,True,0.94
Tre Johnson,2025-12-31,SELL_HIGH,0.457,0.547,0.451,19.8,True,0.07
Tre Johnson,2026-01-04,SELL_HIGH,0.46,0.549,0.453,19.3,True,0.08
Tre Jones,2025-12-12,SELL_HIGH,0.529,0.649,0.486,22.7,True,0.36
Tre Jones,2025-12-14,SELL_HIGH,0.517,0.61,0.531,18.0,True,0.16
Tre Mann,2025-12-26,BUY_LOW,0.354,0.29,0.579,-17.9,True,3.57
Trendon Watford,2025-11-20,BUY_LOW,0.543,0.441,0.5,-18.7,True,0.42
Trendon Watford,2025-11-23,BUY_LOW,0.514,0.4,0.643,-22.1,True,1.14
Trey Murphy III,2025-11-17,SELL_HIGH,0.456,0.545,0.478,19.5,True,0.25
Trey Murphy III,2025-11-22,SELL_HIGH,0.47,0.549,0.439,16.9,True,0.39
Trey Murphy III,2025-12-14,SELL_HIGH,0.486,0.567,0.542,16.5,True,0.7
Trey Murphy III,2025-12-18,SELL_HIGH,0.489,0.578,0.525,18.2,True,0.4
Trey Murphy III,2025-12-20,SELL_HIGH,0.496,0.633,0.483,27.6,True,0.09
Trey Murphy III,2025-12-22,SELL_HIGH,0.499,0.643,0.471,28.9,True,0.2
Trey Murphy III,2025-12-23,SELL_HIGH,0.494,0.59,0.479,19.5,True,0.16
Tristan Vukcevic,2025-12-04,SELL_HIGH,0.465,0.543,0.472,16.8,True,0.1
Tristan Vukcevic,2025-12-06,SELL_HIGH,0.474,0.586,0.44,23.8,True,0.3
Tristan Vukcevic,2025-12-14,SELL_HIGH,0.474,0.548,0.414,15.5,True,0.82
Tristan da Silva,2025-12-09,BUY_LOW,0.45,0.3,0.41,-33.3,True,0.26
Tristan da Silva,2025-12-13,BUY_LOW,0.45,0.294,0.343,-34.6,True,0.69
Tristan da Silva,2025-12-26,BUY_LOW,0.439,0.286,0.417,-35.0,True,0.15
Tristan da Silva,2025-12-27,BUY_LOW,0.437,0.242,0.444,-44.5,True,0.04
Tristan da Silva,2025-12-29,BUY_LOW,0.446,0.35,0.412,-21.6,True,0.36
Tristan da Silva,2026-01-02,BUY_LOW,0.434,0.343,0.55,-21.1,True,1.26
Tyler Kolek,2025-12-19,SELL_HIGH,0.494,0.636,0.413,28.9,True,0.56
Tyler Kolek,2025-12-21,SELL_HIGH,0.488,0.632,0.417,29.6,True,0.49
Tyler Kolek,2025-12-23,SELL_HIGH,0.488,0.609,0.4,24.6,True,0.73
Tyrese Martin,2025-11-23,SELL_HIGH,0.394,0.531,0.42,34.7,True,0.19
Tyrese Martin,2025-11-24,SELL_HIGH,0.407,0.533,0.372,31.2,True,0.27
Tyrese Martin,2025-11-28,SELL_HIGH,0.389,0.5,0.366,28.4,True,0.21
Tyrese Martin,2025-11-29,SELL_HIGH,0.406,0.478,0.333,17.9,True,0.99
Tyrese Maxey,2026-01-05,SELL_HIGH,0.475,0.55,0.51,15.8,True,0.46
Tyrese Proctor,2025-11-13,SELL_HIGH,0.346,0.414,0.316,19.5,True,0.45
Tyrese Proctor,2025-11-15,SELL_HIGH,0.35,0.412,0.25,17.6,True,1.62
Tyrese Proctor,2025-11-23,BUY_LOW,0.328,0.259,0.379,-21.0,True,0.74
Tyrese Proctor,2025-11-30,BUY_LOW,0.325,0.25,0.4,-23.1,True,1.0
Tyrese Proctor,2025-12-22,SELL_HIGH,0.345,0.4,0.333,15.8,True,0.22
Tyus Jones,2025-12-07,SELL_HIGH,0.339,0.5,0.353,47.6,True,0.09
Tyus Jones,2025-12-09,SELL_HIGH,0.343,0.412,0.333,19.9,True,0.15
Tyus Jones,2025-12-13,SELL_HIGH,0.338,0.438,0.462,29.3,False,1.24
Tyus Jones,2025-12-18,SELL_HIGH,0.343,0.5,0.483,45.8,True,0.89
Tyus Jones,2025-12-20,SELL_HIGH,0.347,0.467,0.448,34.4,True,0.85
Tyus Jones,2025-12-26,SELL_HIGH,0.372,0.462,0.391,24.0,True,0.21
Tyus Jones,2025-12-27,SELL_HIGH,0.384,0.483,0.35,25.8,True,0.34
Tyus Jones,2025-12-29,SELL_HIGH,0.376,0.448,0.32,19.1,True,0.78
Tyus Jones,2025-12-31,SELL_HIGH,0.385,0.5,0.25,29.8,True,1.18
Tyus Jones,2026-01-02,SELL_HIGH,0.379,0.484,0.188,27.6,True,1.83
VJ Edgecombe,2025-11-11,BUY_LOW,0.427,0.339,0.37,-20.6,True,0.65
VJ Edgecombe,2025-11-14,BUY_LOW,0.409,0.279,0.412,-31.9,True,0.02
VJ Edgecombe,2025-11-17,BUY_LOW,0.408,0.297,0.413,-27.3,True,0.04
VJ Edgecombe,2025-11-19,BUY_LOW,0.412,0.349,0.414,-15.3,True,0.03
Vince Williams Jr.,2025-12-02,BUY_LOW,0.349,0.292,0.324,-16.5,True,0.45
Vince Williams Jr.,2025-12-15,BUY_LOW,0.34,0.229,0.395,-32.7,True,0.49
Vít Krejčí,2025-12-03,BUY_LOW,0.504,0.379,0.525,-24.7,True,0.17
Vít Krejčí,2025-12-05,BUY_LOW,0.492,0.371,0.556,-24.6,True,0.52
Vít Krejčí,2025-12-06,BUY_LOW,0.5,0.389,0.485,-22.2,True,0.14
Vít Krejčí,2025-12-12,BUY_LOW,0.503,0.424,0.5,-15.7,True,0.04
Walter Clayton Jr.,2025-11-28,BUY_LOW,0.377,0.25,0.452,-33.7,True,0.59
Walter Clayton Jr.,2025-11-30,BUY_LOW,0.371,0.211,0.524,-43.2,True,0.95
Walter Clayton Jr.,2025-12-01,BUY_LOW,0.382,0.294,0.5,-23.1,True,1.33
Walter Clayton Jr.,2025-12-04,BUY_LOW,0.382,0.318,0.515,-16.6,True,2.11
Walter Clayton Jr.,2025-12-12,SELL_HIGH,0.433,0.524,0.316,21.1,True,1.28
Walter Clayton Jr.,2025-12-15,SELL_HIGH,0.425,0.5,0.304,17.8,True,1.59
Walter Clayton Jr.,2025-12-18,SELL_HIGH,0.422,0.515,0.286,22.1,True,1.46
Walter Clayton Jr.,2025-12-20,SELL_HIGH,0.43,0.516,0.409,20.1,True,0.24
Walter Clayton Jr.,2025-12-22,SELL_HIGH,0.422,0.5,0.444,18.4,True,0.28
Walter Clayton Jr.,2025-12-23,BUY_LOW,0.415,0.316,0.462,-23.8,True,0.47
Walter Clayton Jr.,2025-12-26,BUY_LOW,0.403,0.304,0.5,-24.5,True,0.98
Walter Clayton Jr.,2025-12-27,BUY_LOW,0.4,0.286,0.484,-28.6,True,0.73
Wendell Carter Jr.,2025-11-20,SELL_HIGH,0.538,0.625,0.543,16.1,True,0.05
Wendell Carter Jr.,2025-12-09,BUY_LOW,0.511,0.405,0.652,-20.7,True,1.33
Wendell Carter Jr.,2025-12-22,SELL_HIGH,0.547,0.63,0.455,15.2,True,1.11
Wendell Carter Jr.,2025-12-23,SELL_HIGH,0.541,0.652,0.451,20.6,True,0.81
Will Richard,2025-11-26,BUY_LOW,0.544,0.435,0.481,-20.1,True,0.57
Will Richard,2025-12-02,BUY_LOW,0.538,0.429,0.609,-20.3,True,0.65
Will Richard,2025-12-20,BUY_LOW,0.533,0.45,0.517,-15.5,True,0.19
Will Richard,2026-01-02,BUY_LOW,0.532,0.44,0.375,-17.4,False,1.7
Will Richard,2026-01-03,BUY_LOW,0.515,0.421,0.364,-18.2,False,1.61
Will Riley,2025-12-28,BUY_LOW,0.453,0.375,0.355,-17.3,False,1.26
Will Riley,2025-12-29,BUY_LOW,0.429,0.333,0.419,-22.2,True,0.1
Will Riley,2025-12-31,BUY_LOW,0.426,0.344,0.44,-19.3,True,0.17
Yves Missi,2025-12-18,BUY_LOW,0.557,0.471,0.769,-15.5,True,2.46
Yves Missi,2025-12-26,SELL_HIGH,0.574,0.692,0.562,20.5,True,0.1
Yves Missi,2025-12-27,SELL_HIGH,0.582,0.769,0.529,32.3,True,0.28
Yves Missi,2025-12-29,SELL_HIGH,0.584,0.769,0.556,31.7,True,0.15
Yves Missi,2025-12-31,SELL_HIGH,0.583,0.733,0.588,25.9,True,0.04
Yves Missi,2026-01-02,SELL_HIGH,0.575,0.667,0.526,15.8,True,0.54
Zaccharie Risacher,2025-11-28,BUY_LOW,0.446,0.373,0.476,-16.4,True,0.42
Ziaire Williams,2025-11-16,BUY_LOW,0.392,0.317,0.361,-19.2,True,0.42
Ziaire Williams,2025-12-18,SELL_HIGH,0.401,0.474,0.36,18.1,True,0.57
Ziaire Williams,2025-12-21,SELL_HIGH,0.402,0.485,0.448,20.5,True,0.56
Zion Williamson,2025-12-29,SELL_HIGH,0.539,0.641,0.607,18.9,True,0.67
Zion Williamson,2025-12-31,SELL_HIGH,0.548,0.652,0.602,18.8,True,0.52
